tconst,averageRating,runtimeMinutes,genres,directors,actor
tt3848892,7.9,159,"Action,Crime,Thriller",nm3109770,nm0474774
tt3850214,7.2,103,"Adventure,Comedy,Crime",nm0266622,nm4271336
tt3850590,6.2,98,"Comedy,Drama,Fantasy",nm1002424,nm0004395
tt3859076,6.8,125,"Biography,Drama,History",nm0888743,nm0000949
tt3860916,6.3,105,"Drama,Horror,Sci-Fi","nm3262170,nm3447602",nm9352908
tt3861390,6.3,112,"Adventure,Family,Fantasy",nm0000318,nm0268199
tt3863552,8.1,163,"Action,Adventure,Comedy",nm1203138,nm0006795
tt3864056,6.4,149,Drama,nm1259871,nm4625502
tt3874544,6.3,97,"Adventure,Animation,Comedy",nm0569891,nm0000285
tt3882082,6.0,97,"Horror,Mystery,Thriller",nm0068587,nm1659348
tt3890160,7.6,113,"Action,Crime,Drama",nm0942367,nm5052065
tt3892172,7.1,109,"Adventure,Drama",nm0335138,nm5057169
tt3896198,7.6,136,"Action,Adventure,Comedy",nm0348181,nm0695435
tt3901826,7.7,94,"Animation,Drama,Family",nm1316072,nm4740113
tt3907584,6.5,107,"Drama,Romance",nm1417640,nm1102577
tt3915174,7.9,102,"Adventure,Animation,Comedy","nm3150455,nm2591093",nm0000104
tt3922798,7.2,108,"Action,Drama,History",nm1100217,nm3827844
tt3922818,6.4,120,"Drama,Romance,Sci-Fi",nm0155093,nm0000198
tt3949660,5.9,112,"Action,Adventure,Comedy",nm1757777,nm1083271
tt3960412,6.7,87,"Comedy,Drama,Music","nm1676223,nm1672246",nm1676221
tt3963816,5.5,107,"Action,Crime,Thriller",nm1921345,nm0000246
tt3966404,7.6,97,Drama,nm2197025,nm7322143
tt3967856,7.3,120,"Action,Adventure,Drama",nm0094435,nm0842770
tt4025514,7.4,130,"Crime,Drama,Thriller",nm1356588,nm0269419
tt4030600,4.3,96,"Drama,Fantasy,Horror",nm0864468,nm0808022
tt4034228,7.8,137,Drama,nm0518836,nm0000729
tt4034354,6.9,97,"Comedy,Drama,Fantasy","nm3453283,nm3215397",nm0200452
tt4044364,8.0,114,"Biography,Documentary,History",nm0688636,nm5722984
tt4046784,6.3,131,"Action,Adventure,Sci-Fi",nm1226871,nm3729721
tt4048272,7.3,162,"Comedy,Drama",nm0011752,nm1197689
tt4052882,6.3,86,"Action,Drama,Horror",nm1429471,nm0515116
tt4062536,7.0,95,"Crime,Drama,Horror",nm1099918,nm0947338
tt4068576,7.3,136,"Adventure,Drama,Thriller",nm0448768,nm4957233
tt4073790,5.7,104,"Action,Adventure,Drama",nm0950775,nm3964350
tt4080728,7.7,116,"Comedy,Drama,Romance",nm0391502,nm0489858
tt4080956,6.8,116,"Action,Biography,Crime",nm0767160,nm3771184
tt4088268,7.0,112,"Crime,Drama,Mystery",nm0596407,nm0509263
tt4094724,6.0,108,"Action,Horror,Sci-Fi",nm0218621,nm0342029
tt4116284,7.3,104,"Action,Adventure,Animation",nm0003021,nm0004715
tt4123430,6.5,134,"Adventure,Family,Fantasy",nm0946734,nm1519666
tt4123432,6.2,142,"Adventure,Family,Fantasy",nm0946734,nm1519666
tt4126476,5.3,105,"Drama,Romance",nm1788310,nm6466214
tt4136084,6.8,111,"Biography,Comedy,Drama",nm0001241,nm0000658
tt4139124,6.2,100,"Action,Comedy,Crime",nm1534595,nm1221047
tt4139588,6.3,118,"Action,Thriller",nm0959774,nm0586568
tt4154664,6.8,123,"Action,Adventure,Sci-Fi","nm1349818,nm0281396",nm0488953
tt4154756,8.4,149,"Action,Adventure,Sci-Fi","nm0751577,nm0751648",nm0000375
tt4154796,8.4,181,"Action,Adventure,Drama","nm0751577,nm0751648",nm0000375
tt4154916,5.4,107,"Drama,Sci-Fi,Thriller",nm0618680,nm0000206
tt4158096,6.3,91,"Action,Comedy,Crime",nm1296554,nm1663205
tt4160708,7.1,88,"Crime,Horror,Thriller",nm1793079,nm0002332
tt4169250,7.9,184,"Biography,Drama,Sport","nm14112827,nm3109770",nm3818286
tt4172430,7.3,144,"Action,Drama,History",nm0000881,nm1024677
tt4176826,7.0,116,"Comedy,Drama,Fantasy",nm1177494,nm0557908
tt4178092,7.0,108,"Drama,Mystery,Thriller",nm0249291,nm0000867
tt4181052,5.9,101,Comedy,nm0315041,nm0315041
tt4190530,7.2,120,"Action,Biography,Drama",nm1193346,nm1946193
tt4191580,4.8,94,"Comedy,Horror",nm1938064,nm0258402
tt4196450,6.5,120,"Biography,Drama,History",nm1676649,nm1676649
tt4196776,6.6,123,"Action,Thriller",nm0339030,nm0000354
tt4196848,7.6,104,"Comedy,Drama",nm0000915,nm0000552
tt4209788,7.4,140,"Biography,Crime,Drama",nm0815070,nm1567113
tt4218572,6.8,129,"Crime,Drama,Thriller",nm2588606,nm0205626
tt4218696,6.2,88,"Action,Drama,Thriller",nm0510731,nm1093951
tt4225622,6.3,85,"Comedy,Horror",nm0629334,nm6237346
tt4226388,7.6,138,"Crime,Drama,Romance",nm0771923,nm4663937
tt4229236,7.5,132,"Animation,Biography,Documentary",nm0605137,nm0001052
tt4244162,4.7,88,"Action,Sci-Fi,Thriller",nm2422911,nm0071847
tt4244994,7.4,152,"Action,Drama,History",nm0000631,nm0000354
tt4244998,6.6,96,"Action,Adventure,Drama",nm0400436,nm2240346
tt4255304,5.9,90,"Horror,Mystery,Sci-Fi","nm2860882,nm2725627",nm0690803
tt4257858,8.0,119,Documentary,nm0316795,nm0353673
tt4257926,7.1,109,"Biography,Drama,Family",nm0726638,nm0004950
tt4262980,6.8,120,"Action,Drama,Horror","nm0030417,nm0383688",nm4056296
tt4263482,6.9,92,"Drama,Fantasy,Horror",nm3211470,nm5896355
tt4272866,7.6,119,"Action,Adventure,Animation",nm0396074,nm0945131
tt4273292,6.8,84,"Drama,Fantasy,Horror",nm2035118,nm1735235
tt4273800,6.8,121,"Biography,Crime,Drama",nm2105585,nm1519666
tt4276820,7.2,115,"Biography,Drama",nm0359387,nm0000474
tt4281724,5.6,85,"Horror,Thriller",nm2093171,nm3957052
tt4285496,7.8,125,"Adventure,Biography,Drama",nm1458734,nm7047915
tt4287320,5.3,110,"Drama,Sci-Fi,Thriller",nm1242054,nm0914612
tt4291600,6.8,89,"Drama,Romance",nm4399706,nm6073955
tt4302938,7.7,101,"Action,Adventure,Animation",nm1325899,nm0000234
tt4326444,7.1,99,"Drama,Mystery,Romance",nm0000264,nm0840772
tt4332232,6.4,99,Thriller,nm0026442,nm0941777
tt4334266,5.2,118,"Action,Horror,Mystery",nm3235877,nm4025229
tt4348012,6.4,86,"Action,Comedy,Horror",nm1362570,nm3081796
tt4353250,7.3,121,Drama,nm7050300,nm8629338
tt4357394,5.8,97,"Sci-Fi,Thriller",nm1730090,nm2140860
tt4361050,6.2,99,"Drama,Horror,Mystery",nm1093039,nm0714147
tt4364194,7.6,97,"Adventure,Comedy,Drama","nm2436566,nm1916835",nm5789377
tt4383594,5.3,87,"Comedy,Drama,Family",nm0001756,nm0000228
tt4385888,7.3,119,"Comedy,Drama",nm0590122,nm0000906
tt4387040,7.9,130,"Action,Drama,History",nm1329166,nm0474774
tt4425200,7.4,122,"Action,Crime,Thriller",nm0821432,nm0000206
tt4430212,8.2,163,"Crime,Drama,Mystery",nm1723225,nm0222426
tt4434004,7.7,148,"Action,Crime,Drama",nm1322477,nm1372788
tt4435072,2.7,140,"Action,Drama,Romance",nm0700872,nm9203528
tt4438848,5.7,92,Comedy,nm0831557,nm0736622
tt4439620,4.5,99,"Action,Drama,Thriller",nm2717110,nm0235427
tt4443658,6.5,89,"Comedy,Horror,Thriller",nm2577199,nm4609822
tt4458206,1.7,114,"Crime,Mystery",nm2930027,nm1203229
tt4463816,5.3,95,"Comedy,Crime,Drama",nm2389363,nm3053338
tt4463894,6.4,111,"Action,Comedy,Crime",nm1103162,nm0000168
tt4465564,4.6,118,"Drama,Romance,Thriller",nm0001226,nm0424848
tt4468740,7.8,103,"Adventure,Comedy,Family",nm1653753,nm0924210
tt4477536,4.5,105,"Drama,Romance,Thriller",nm0001226,nm0424848
tt4481414,7.6,101,Drama,nm1989536,nm0262635
tt4481514,5.6,88,"Comedy,Crime",nm1157527,nm0002071
tt4500922,6.2,143,"Action,Adventure,Sci-Fi",nm1226871,nm3729721
tt4501244,6.2,111,Comedy,nm0357453,nm3614913
tt4504044,5.9,92,"Fantasy,Horror,Mystery",nm1130275,nm2279940
tt4513674,6.6,96,"Comedy,Drama,Romance",nm0000095,nm0251986
tt4513678,7.1,124,"Adventure,Comedy,Fantasy",nm0718646,nm4689420
tt4520364,5.8,92,"Action,Horror,Sci-Fi",nm0779524,nm0544718
tt4520988,6.8,103,"Adventure,Animation,Comedy","nm0118333,nm1601644",nm0068338
tt4530422,6.6,110,"Action,Horror,Sci-Fi",nm1170339,nm5381254
tt4532038,5.6,94,"Comedy,Drama,Family",nm0384722,nm0000134
tt4532826,5.3,116,"Action,Adventure,Drama",nm1163264,nm5473782
tt4535650,5.0,158,"Action,Comedy,Drama",nm1460159,nm0451321
tt4537896,6.5,111,"Crime,Drama",nm1312919,nm0000190
tt4540710,7.5,132,Drama,nm0006960,nm1567113
tt4547056,6.6,111,"Action,Adventure,Drama",nm1142073,nm6451469
tt4547194,6.1,106,"Drama,Fantasy,Thriller",nm2225334,nm4068901
tt4550098,7.5,116,"Drama,Thriller",nm1053530,nm0010736
tt4555426,7.4,125,"Biography,Drama,War",nm0942504,nm0000198
tt4559006,5.8,158,"Drama,Music,Musical",nm0424103,nm1633541
tt4560436,6.1,94,"Action,Thriller",nm0000916,nm0000242
tt4566758,5.7,115,"Action,Adventure,Drama",nm0138927,nm1703577
tt4572514,7.3,133,"Action,Crime,Drama",nm0000916,nm0000242
tt4572792,6.6,105,"Crime,Drama,Thriller",nm1119880,nm0915208
tt4573394,8.3,52,"Documentary,History","nm3873442,nm7236117",nm0000460
tt4575576,7.2,104,"Adventure,Comedy,Drama",nm0286975,nm0000191
tt4581576,5.7,94,"Drama,Thriller",nm1714255,nm0000216
tt4590256,4.4,88,"Comedy,Romance",nm0914132,nm11290905
tt4593060,5.0,105,"Adventure,Comedy,Drama",nm0000709,nm0330687
tt4595186,6.4,113,"Drama,Mystery,Thriller",nm0054954,nm0005109
tt4595882,7.1,106,"Biography,Comedy,Crime",nm1716636,nm0565250
tt4614584,6.7,122,"Drama,Music,Romance",nm0020491,nm6259860
tt4622512,6.7,121,"Biography,Comedy,Drama","nm0206760,nm0267512",nm1297015
tt4624424,6.8,87,"Adventure,Animation,Comedy","nm0831557,nm0842339",nm1676221
tt4630562,6.6,136,"Action,Crime,Thriller",nm0336620,nm0004874
tt4633690,7.3,121,"Crime,Drama,Thriller",nm0006846,nm0182666
tt4633694,8.4,117,"Action,Adventure,Animation","nm2130108,nm0709056,nm0745247",nm4271336
tt4635372,8.1,109,Drama,nm4784536,nm3190246
tt4645330,6.7,109,"Biography,Drama",nm0413875,nm0001838
tt4645368,6.8,97,Drama,nm0230859,nm0880484
tt4648786,6.7,125,"Action,Biography,Drama",nm0501435,nm7248827
tt4649466,6.7,141,"Action,Adventure,Comedy",nm0891216,nm5473782
tt4651520,6.2,100,Comedy,"nm0524190,nm0601859",nm0005109
tt4667094,3.5,92,Comedy,nm1639277,nm0005541
tt4669264,6.5,110,"Action,Crime,Drama",nm0026442,nm0358316
tt4669788,7.1,120,"Biography,Drama",nm0001460,nm0428065
tt4669986,7.0,123,"Biography,Drama,Romance",nm2158772,nm1550948
tt4679210,8.3,156,"Comedy,Drama,Romance",nm4733887,nm4028885
tt4680182,6.2,109,"Comedy,Drama,Fantasy",nm1443023,nm0004266
tt4682266,5.3,94,"Action,Horror,Mystery",nm1837748,nm3586035
tt4682786,6.7,97,"Drama,Romance",nm0291205,nm0000226
tt4682788,6.3,123,"Biography,Crime,Drama",nm0508208,nm0000849
tt4686844,7.2,107,"Comedy,Drama,History",nm0406334,nm0000114
tt4687108,5.4,101,"Horror,Mystery,Sci-Fi",nm0622112,nm5315658
tt4694544,5.3,94,"Action,Comedy",nm0191502,nm0000246
tt4695012,6.2,91,"Drama,Horror,Mystery",nm4099092,nm0249291
tt4698684,7.8,101,"Adventure,Comedy,Drama",nm0169806,nm0000554
tt4701182,6.7,114,"Action,Adventure,Sci-Fi",nm1325899,nm2794962
tt4701724,6.1,89,"Adventure,Animation,Comedy",nm0661910,nm1519666
tt4703048,6.2,94,"Action,Drama,History",nm1089736,nm0068260
tt4714782,6.1,105,"Mystery,Thriller",nm0000801,nm0829576
tt4728338,5.6,114,"Action,Comedy,Drama",nm0948000,nm0948000
tt4729430,8.2,96,"Adventure,Animation,Comedy","nm0655053,nm3582089",nm0005403
tt4731136,6.4,146,"Drama,Fantasy,Horror",nm0893659,nm2851530
tt4733624,6.6,109,"Comedy,Drama",nm0919369,nm0366389
tt4733640,6.3,109,"Crime,Mystery,Thriller",nm0575726,nm3150488
tt4736550,7.0,114,"Biography,Documentary,History","nm5255757,nm0636675",nm10439175
tt4758646,6.0,122,"Comedy,Drama,War",nm2391575,nm0000093
tt4761112,7.4,129,"Biography,Drama,Thriller",nm0531817,nm2588665
tt4761916,6.0,92,"Horror,Mystery,Thriller",nm0839812,nm6018521
tt4765284,5.8,93,"Comedy,Music",nm2586324,nm0447695
tt4769836,5.7,108,"Action,Adventure,Comedy",nm0109359,nm0001191
tt4776998,6.0,133,"Action,Adventure,Drama",nm0313623,nm1209966
tt4777008,6.6,119,"Adventure,Family,Fantasy",nm1461392,nm0001401
tt4779682,5.6,113,"Action,Horror,Sci-Fi",nm0005509,nm0005458
tt4781612,6.5,109,"Biography,Crime,Drama",nm2495732,nm0705356
tt4786282,6.3,81,"Horror,Mystery",nm2497546,nm1954240
tt4799050,5.2,101,Comedy,nm3622659,nm0424060
tt4799066,6.6,91,"Drama,Romance",nm1228976,nm2254074
tt4815122,6.2,87,"Action,Adventure,Mystery","nm3246780,nm3244731",nm0565823
tt4824302,5.6,118,"Comedy,Drama,Romance",nm0005190,nm0000098
tt4827558,5.8,113,"Adventure,Drama,Horror",nm0219136,nm1500155
tt4832640,7.0,170,"Action,Drama,Sport",nm1804614,nm0006795
tt4846232,7.3,102,"Crime,Drama,Thriller","nm1509478,nm1343394",nm1500155
tt4846340,7.8,127,"Biography,Drama,History",nm0577647,nm0378245
tt4849438,8.2,167,"Action,Drama",nm1442514,nm1659141
tt4853102,6.4,76,"Action,Animation,Crime",nm0515005,nm0175834
tt4857264,8.0,106,"Crime,Drama,Mystery",nm1079062,nm1832584
tt4877122,3.4,86,"Adventure,Animation,Comedy",nm1902232,nm2554352
tt4878482,6.5,110,"Comedy,Drama",nm0281945,nm4359664
tt4881806,6.1,128,"Action,Adventure,Sci-Fi",nm1291105,nm0695435
tt4884540,1.6,85,"Action,Fantasy,Sci-Fi","nm2113026,nm1738420",nm1738420
tt4897822,7.5,120,"Comedy,Documentary",nm0601619,nm0601619
tt4899370,7.1,116,"Action,Biography,Drama",nm1363250,nm0544718
tt4900716,7.7,132,"Comedy,Drama,Family",nm2439708,nm0438501
tt4901306,7.7,96,"Comedy,Drama",nm0002645,nm0061484
tt4912910,7.7,147,"Action,Adventure,Thriller",nm0003160,nm0000129
tt4913966,5.2,93,"Horror,Mystery,Thriller",nm1980431,nm0004802
tt4916630,7.6,137,"Biography,Crime,Drama",nm2308774,nm0430107
tt4925292,7.4,94,"Comedy,Drama",nm1950086,nm1519680
tt4934950,8.1,132,"Crime,Drama,Mystery",nm1126068,nm0451234
tt4935334,5.9,89,Horror,"nm1671066,nm2366012,nm1410159,nm2419470,nm1767139,nm2301412,nm4761826,nm2318753",nm2318753
tt4935372,6.4,79,"Drama,Horror,Thriller",nm2015237,nm0256121
tt4943322,6.4,106,"Drama,War",nm0747849,nm0401264
tt4954522,7.0,99,"Drama,Horror",nm4469445,nm4469165
tt4964788,6.9,133,"Crime,Drama,Mystery",nm1410815,nm0004851
tt4971344,6.9,122,"Drama,Western",nm0002191,nm0000604
tt4972582,7.3,117,"Horror,Thriller",nm0796117,nm0564215
tt4975722,7.4,111,Drama,nm1503575,nm0991810
tt4981966,7.8,164,"Action,Comedy,Drama",nm1653460,nm1421814
tt4983780,8.3,147,"Action,Adventure,Sci-Fi",nm1862815,nm1167656
tt4986098,4.8,97,"Drama,Mystery,Romance",nm2569510,nm0941777
tt4987556,8.4,160,"Action,Crime,Thriller",nm1001345,nm1865947
tt4995540,6.5,131,"Biography,Drama",nm0815070,nm0000173
tt4995776,6.6,129,"Drama,History,Thriller",nm1356268,nm2845104
tt4995790,7.1,151,"Comedy,Drama",nm1128037,nm0051903
tt4998632,6.1,136,"Action,Crime,Drama",nm0000881,nm0350453
tt5001718,6.3,96,"Drama,Romance",nm4907810,nm3964350
tt5001754,5.9,94,"Action,Thriller",nm0644204,nm0597388
tt5013056,7.8,106,"Action,Drama,History",nm0634240,nm7887725
tt5013984,2.5,84,"Crime,Drama",nm3871585,nm5123156
tt5022702,6.6,82,"Horror,Thriller",nm1093039,nm0302330
tt5027774,8.1,115,"Comedy,Crime,Drama",nm1732981,nm0000531
tt5028340,6.7,130,"Adventure,Comedy,Family",nm0551128,nm1289434
tt5033998,4.9,118,"Action,Adventure,Comedy",nm0006969,nm0829576
tt5034838,6.3,113,"Action,Sci-Fi,Thriller",nm1417392,nm0002907
tt5052448,7.7,104,"Horror,Mystery,Thriller",nm1443502,nm2257207
tt5052474,7.1,122,"Action,Crime,Drama",nm1356588,nm0001125
tt5057140,5.6,125,"Action,Crime,Drama",nm1099918,nm0942482
tt5073642,6.2,111,"Horror,Mystery,Sci-Fi",nm0822582,nm0000115
tt5074352,8.3,161,"Action,Biography,Drama",nm4318159,nm0451148
tt5078204,7.3,118,"Comedy,Drama",nm0312315,nm1082477
tt5080556,6.1,148,"Action,Sci-Fi,Thriller",nm0788171,nm14012331
tt5083738,7.5,119,"Biography,Comedy,Drama",nm0487166,nm1469236
tt5093026,7.2,133,"Adventure,Biography,Crime",nm1840064,nm0402271
tt5095030,7.0,118,"Action,Adventure,Comedy",nm0715636,nm0748620
tt5096470,5.5,100,"Comedy,Romance",nm1918877,nm3510471
tt5097410,6.3,100,"Adventure,Comedy,Family",nm0492909,nm0447695
tt5104604,7.8,101,"Adventure,Animation,Comedy",nm0027572,nm0186505
tt5108870,5.2,104,"Action,Adventure,Horror",nm1174251,nm0001467
tt5109280,7.3,107,"Action,Adventure,Animation","nm2320658,nm2788015,nm2128363,nm0727960",nm4511652
tt5109784,6.6,121,"Drama,Horror,Mystery",nm0004716,nm2225369
tt5112578,6.6,103,"Crime,Drama,Horror",nm2023590,nm3338805
tt5113040,6.4,86,"Adventure,Animation,Comedy","nm0719208,nm3646390",nm0652663
tt5113044,6.5,87,"Adventure,Animation,Comedy","nm0049633,nm1556070,nm3646390",nm0136797
tt5116302,7.9,113,"Adventure,Biography,Drama",nm0179697,nm0000353
tt5117670,6.6,95,"Adventure,Comedy,Crime",nm0323239,nm0179479
tt5121816,6.3,102,"Horror,Thriller",nm0407067,nm0840754
tt5140878,6.5,109,"Horror,Mystery,Thriller",nm2497546,nm0001439
tt5144174,6.8,117,"Crime,Drama,Mystery",nm0175352,nm0051509
tt5155780,6.2,102,"Drama,Romance,Sci-Fi",nm1660595,nm0000602
tt5164214,6.3,110,"Action,Comedy,Crime",nm0002657,nm0000113
tt5164432,7.5,110,"Comedy,Drama,Romance",nm0075528,nm3538718
tt5165344,7.0,148,"Crime,Drama,Thriller",nm4819186,nm0474774
tt5168192,7.8,100,Drama,nm0516360,nm0424302
tt5177088,6.1,115,"Action,Crime,Drama",nm1793079,nm2946516
tt5186714,7.7,124,"Drama,Thriller",nm1410815,nm1486911
tt5198068,8.0,103,"Action,Adventure,Animation","nm1119079,nm2075487",nm4835867
tt5206260,6.3,90,"Adventure,Animation,Comedy","nm2329165,nm1448881,nm2578418",nm0287182
tt5208252,6.6,122,"Biography,Drama,History",nm0919363,nm1209966
tt5215952,7.4,156,"Drama,Horror,Mystery",nm2947553,nm0475165
tt5220122,6.3,97,"Adventure,Animation,Comedy",nm0850733,nm0001191
tt5221584,7.4,146,Drama,nm2207625,nm0000968
tt5246700,5.0,113,"Action,Drama,Horror",nm1270033,nm3772243
tt5247022,7.3,118,"Comedy,Drama,Romance",nm0000464,nm3485845
tt5275892,8.9,467,"Biography,Crime,Documentary",nm1554601,nm0000717
tt5286444,7.6,122,"Biography,Drama,Thriller",nm0534879,nm2128238
tt5294518,5.8,98,"Drama,Horror,Mystery",nm1164602,nm6339026
tt5294550,6.8,132,"Biography,Crime,Drama",nm0000631,nm0931329
tt5301662,7.3,118,"Biography,Crime,Drama",nm0399737,nm1569276
tt5304992,6.5,105,"Comedy,Romance",nm0768957,nm3614913
tt5308322,6.6,96,"Comedy,Horror,Mystery",nm0484907,nm1557329
tt5311514,8.4,106,"Animation,Drama,Fantasy",nm1396121,nm1126340
tt5311542,7.7,189,"Biography,Drama,Romance",nm0003697,nm0771713
tt5315210,6.1,107,"Action,Crime,Drama",nm0283816,nm0005049
tt5315212,5.5,111,"Comedy,Drama",nm1420377,nm2313103
tt5316540,5.7,94,"Action,Drama,Thriller",nm2351920,nm0636426
tt5322012,5.0,90,"Drama,Fantasy,Horror",nm0502954,nm1428821
tt5323662,8.1,130,"Animation,Drama",nm2210720,nm0997115
tt5354160,9.0,147,"Crime,Mystery,Thriller",nm2755490,nm4413266
tt5360952,5.1,103,"Action,Adventure,Crime",nm0003418,nm1527905
tt5362988,7.7,107,"Crime,Drama,Mystery",nm0792263,nm0647634
tt5363618,7.7,120,"Drama,Music",nm2942187,nm1981893
tt5390504,7.3,143,"Crime,Drama,History",nm0000941,nm3915784
tt5397194,6.1,100,"Crime,Mystery,Sci-Fi",nm0629272,nm0654110
tt5431890,7.3,112,"Biography,Crime,Drama",nm0004303,nm0461136
tt5433138,5.2,143,"Action,Crime,Thriller",nm0510912,nm0004874
tt5437928,6.7,111,"Biography,Drama,History",nm0922903,nm0461136
tt5439796,7.0,118,"Action,Comedy,Crime",nm0001752,nm1475594
tt5440700,7.3,157,"Action,Crime,Thriller",nm5961051,nm0897201
tt5442430,6.6,104,"Horror,Sci-Fi,Thriller",nm1174251,nm0350453
tt5460276,7.1,139,"Action,Crime,Drama",nm0348495,nm0004335
tt5461944,7.6,123,"Action,Drama,History",nm2285536,nm2353862
tt5462326,5.5,86,"Comedy,Horror,Thriller",nm0962729,nm0000115
tt5462602,7.5,120,"Comedy,Drama,Romance",nm0795290,nm3529685
tt5463162,7.7,119,"Action,Adventure,Comedy",nm0500610,nm0005351
tt5478478,7.2,134,"Drama,Western",nm0178376,nm0791864
tt5500218,5.7,102,"Action,Drama,Fantasy",nm1170339,nm0000230
tt5501104,7.0,110,"Crime,Drama,Fantasy",nm4389150,nm2514156
tt5503686,6.3,110,"Comedy,Crime,Drama",nm1032521,nm2090422
tt5516328,6.4,98,"Drama,Horror","nm0246037,nm0638762",nm3890987
tt5519340,6.3,117,"Action,Fantasy,Thriller",nm0043742,nm0000226
tt5523010,5.6,99,"Adventure,Family,Fantasy","nm0002120,nm0002653",nm3237775
tt5536610,7.2,123,"Comedy,Drama",nm0420982,nm1063517
tt5536736,6.9,112,"Comedy,Drama",nm0000876,nm0001191
tt5541240,6.8,107,Drama,nm0637497,nm2796058
tt5541848,7.2,97,Documentary,"nm6057112,nm5986857",nm6057112
tt5562070,7.2,98,"Adventure,Animation,Comedy",nm2282774,nm4136296
tt5563334,6.7,109,"Crime,Drama,Mystery",nm0174374,nm0000545
tt5571734,8.1,136,"Crime,Drama,Thriller",nm2287772,nm0000821
tt5580036,7.5,119,"Biography,Comedy,Drama",nm0318916,nm3053338
tt5580266,7.5,133,"Crime,Drama",nm0863387,nm3964350
tt5580390,7.3,123,"Drama,Fantasy,Romance",nm0868219,nm1020089
tt5592248,6.3,93,"Drama,Thriller,War",nm0001068,nm0000173
tt5595168,6.7,110,"Action,Adventure,Animation",nm1481959,nm0666739
tt5606664,7.3,152,"Drama,Fantasy,Horror",nm1093039,nm0000191
tt5607028,5.3,135,"Action,Adventure,Fantasy",nm1216495,nm2425074
tt5607096,6.6,97,"Comedy,Drama,Music",nm0673400,nm1483369
tt5607714,7.5,116,"Drama,Fantasy,Mystery",nm0258221,nm3730253
tt5610554,6.9,95,"Comedy,Drama,Mystery",nm0718646,nm0000234
tt5613484,7.3,85,"Comedy,Drama",nm1706767,nm6129779
tt5619332,5.6,105,Comedy,nm1229520,nm0565250
tt5635086,7.6,104,"Drama,Romance",nm0497274,nm4853066
tt5638642,6.3,94,"Horror,Mystery,Thriller",nm1410159,nm1245863
tt5639354,7.2,104,Drama,nm0133326,nm6061529
tt5640450,6.3,88,"Action,Sci-Fi,Thriller",nm0254660,nm2064412
tt5649108,6.6,92,"Comedy,Crime,Drama",nm8083973,nm4972453
tt5649144,7.6,111,Drama,nm0048918,nm7737419
tt5657846,6.0,100,Comedy,nm1890845,nm0002071
tt5657856,7.1,132,"Action,Crime,Drama",nm0951975,nm0000681
tt5664636,5.6,90,"Adventure,Comedy,Fantasy",nm1847738,nm1018488
tt5666304,5.8,90,"Comedy,Romance",nm1337885,nm1555340
tt5670152,5.9,96,"Action,Thriller",nm1938064,nm5159424
tt5688932,6.9,112,"Comedy,Drama,Fantasy",nm1108556,nm3147751
tt5690360,3.2,93,"Horror,Mystery,Thriller",nm1234893,nm1428821
tt5691670,6.5,139,"Crime,Drama,Mystery",nm1379002,nm1940449
tt5697572,2.8,110,"Comedy,Drama,Family",nm0393799,nm0179479
tt5700672,7.6,118,"Action,Horror,Thriller",nm3613566,nm1508003
tt5710514,6.9,93,"Comedy,Crime,Drama",nm0086301,nm0001491
tt5715874,7.0,121,"Drama,Horror,Mystery",nm0487166,nm8467096
tt5716464,7.1,118,"Biography,Drama,Romance",nm0785227,nm1940449
tt5719700,5.8,97,"Comedy,Drama,Romance",nm0583654,nm0000702
tt5719748,6.2,119,"Action,Comedy,Crime",nm0596407,nm0000553
tt5723272,7.1,106,"Crime,Drama,Thriller",nm0015359,nm1485637
tt5723286,6.4,82,"Action,Crime,Thriller",nm1423438,nm0342029
tt5726086,5.7,103,"Horror,Mystery,Thriller",nm0733263,nm0005417
tt5726616,7.8,132,"Drama,Romance",nm0345174,nm3154303
tt5727208,7.4,135,"Crime,Drama,Thriller","nm1509478,nm1343394",nm0001191
tt5727282,6.9,107,"Biography,Drama,Sport",nm2178458,nm0345695
tt5734576,5.2,86,"Horror,Mystery,Thriller",nm1082611,nm3762213
tt5742374,6.7,89,"Crime,Drama",nm0708903,nm0001618
tt5748448,6.2,107,"Action,Thriller",nm0138620,nm0124930
tt5758778,5.8,102,"Action,Adventure,Thriller",nm1098493,nm0425005
tt5764096,7.8,132,"Comedy,Drama",nm1062080,nm0451234
tt5774060,5.8,95,"Action,Horror,Sci-Fi",nm1827931,nm0829576
tt5774450,6.7,105,"Drama,Horror,Mystery","nm2379331,nm2377436,nm2375643",nm6311728
tt5776858,7.4,130,"Drama,Romance",nm0000759,nm3043279
tt5783956,6.4,97,"Comedy,Fantasy,Romance",nm1847738,nm2796745
tt5785170,7.1,155,"Comedy,Drama,Romance",nm3109648,nm0451600
tt5797184,6.8,106,"Biography,Crime,Mystery",nm2381441,nm0705356
tt5804038,7.9,93,"Documentary,History",nm0669704,nm0000168
tt5813916,8.2,135,"Action,Drama,War",nm3809021,nm5384553
tt5814060,5.3,96,"Horror,Mystery,Thriller",nm2379028,nm0065007
tt5814534,6.8,102,"Action,Adventure,Animation","nm2939767,nm0702863",nm3014031
tt5816682,6.8,111,"Biography,Comedy,Drama",nm0001241,nm0001132
tt5822564,5.6,102,"Action,Crime,Drama",nm0075696,nm0565250
tt5825380,6.2,101,"Drama,Romance",nm0000095,nm0005493
