tconst,averageRating,runtimeMinutes,genres,directors,actor
tt0405676,6.1,128,"Drama,Thriller",nm0001873,nm0000576
tt0406375,6.2,101,"Action,Adventure,Comedy",nm0269463,nm1242688
tt0406759,5.4,98,"Horror,Mystery","nm1219963,nm0658837",nm0004695
tt0406816,6.9,139,"Action,Adventure,Drama",nm0001112,nm0000126
tt0407265,7.4,103,"Adventure,Comedy,Drama",nm1053371,nm0005031
tt0407304,6.5,116,"Action,Adventure,Sci-Fi",nm0000229,nm0000129
tt0407887,8.5,151,"Crime,Drama,Thriller",nm0000217,nm0000138
tt0408236,7.3,116,"Drama,Horror,Musical",nm0000318,nm0000136
tt0408306,7.5,164,"Action,Drama,History",nm0000229,nm0051509
tt0408345,5.8,105,"Action,Crime,Thriller",nm0518644,nm0000148
tt0408524,5.8,113,"Comedy,Sport",nm0000500,nm0000671
tt0408664,8.0,141,Drama,nm0466153,nm1625874
tt0408777,7.4,127,"Drama,Romance",nm0918326,nm0117709
tt0408790,6.3,98,"Drama,Mystery,Thriller",nm0777881,nm0000149
tt0408839,5.8,116,"Comedy,Romance","nm0125803,nm0268380",nm0001774
tt0408985,6.5,112,"Comedy,Romance",nm0911061,nm0001451
tt0409182,5.7,98,"Action,Adventure,Thriller",nm0000583,nm0000377
tt0409184,7.0,125,"Comedy,Drama,Romance",nm0458251,nm0244151
tt0409459,7.6,162,"Action,Drama,Mystery",nm0811583,nm0355097
tt0409847,6.0,119,"Action,Sci-Fi,Thriller",nm0269463,nm0185819
tt0409904,6.4,132,"Action,Fantasy,Horror",nm0067457,nm0450975
tt0410097,7.3,116,"Crime,Drama,Music",nm0108132,nm0005024
tt0410297,6.8,99,"Drama,Fantasy,Romance",nm0002159,nm0000206
tt0410377,6.0,96,"Adventure,Comedy,Drama","nm0280814,nm0505662",nm0000149
tt0410764,6.3,120,"Drama,Fantasy,Horror",nm0000416,nm0000313
tt0411061,5.9,108,"Crime,Drama,Mystery",nm0000816,nm0000199
tt0411195,7.2,128,"Comedy,Drama",nm0001403,nm0614165
tt0411270,7.2,108,"Crime,Drama,Music",nm0002191,nm0244151
tt0411272,7.4,133,"Action,Biography,Crime",nm0724938,nm0001993
tt0411477,7.0,120,"Action,Adventure,Fantasy",nm0868219,nm0000579
tt0411705,4.8,71,"Drama,Music,Romance",nm0935863,nm0639659
tt0411951,4.8,91,"Action,Crime,Drama",nm0514546,nm1463426
tt0412019,7.2,106,"Comedy,Drama,Mystery",nm0000464,nm0000195
tt0412080,7.8,127,"Biography,Drama,Sport",nm0002044,nm0000164
tt0412922,7.4,84,"Comedy,Family,Romance",nm0505662,nm1242688
tt0413099,5.4,96,"Comedy,Family,Fantasy",nm0001723,nm0136797
tt0413267,6.1,93,"Adventure,Animation,Comedy","nm1844237,nm0401203",nm0000196
tt0413300,6.3,139,"Action,Adventure,Sci-Fi",nm0000600,nm0001497
tt0413895,6.3,97,"Adventure,Comedy,Family",nm0935095,nm0266824
tt0414055,6.8,114,"Biography,Drama,History",nm0001408,nm0000949
tt0414387,7.8,129,"Drama,Romance",nm0942504,nm0461136
tt0414852,7.1,84,"Action,Crime,Sci-Fi",nm0603628,nm0706220
tt0414853,5.6,90,"Adventure,Animation,Comedy",nm0644203,nm0416673
tt0414982,5.8,93,"Horror,Thriller",nm0939128,nm0935541
tt0414993,7.2,97,"Drama,Mystery,Romance",nm0004716,nm0413168
tt0415306,6.6,108,"Comedy,Sport",nm0570912,nm0002071
tt0415965,6.7,106,"Comedy,Drama,Family",nm0583675,nm0000131
tt0415978,7.2,91,"Comedy,Drama",nm0432380,nm0370035
tt0416044,7.2,126,"Action,Biography,Drama",nm0091076,nm0038355
tt0416185,6.7,112,"Drama,Sport",nm0527109,nm0000168
tt0416212,7.2,114,Drama,nm0697656,nm0266824
tt0416236,6.5,96,"Action,Adventure,Drama",nm0914132,nm0383603
tt0416315,6.2,99,"Horror,Thriller",nm0572562,nm0680667
tt0416320,7.6,124,"Drama,Romance,Thriller",nm0000095,nm0424060
tt0416449,7.6,117,"Action,Drama",nm0811583,nm0124930
tt0416496,5.7,93,"Action,Comedy,Crime","nm1461392,nm1650283",nm0004851
tt0416508,7.0,120,"Biography,Drama,Romance",nm0418982,nm0004266
tt0416960,8.5,115,"Comedy,Drama",nm0846092,nm0660978
tt0417001,5.9,98,"Comedy,Romance",nm0325204,nm0000178
tt0417148,5.5,105,"Action,Adventure,Crime",nm0254786,nm0000168
tt0417217,6.2,122,"Crime,Drama,Sport",nm0142286,nm0000190
tt0417397,7.1,139,"Action,Drama,History",nm0094080,nm0810638
tt0417433,5.8,108,"Drama,Romance,Sport",nm0510912,nm0290556
tt0417741,7.6,153,"Action,Adventure,Family",nm0946734,nm0705356
tt0418279,7.0,144,"Action,Adventure,Sci-Fi",nm0000881,nm0479471
tt0418455,7.7,94,"Comedy,Crime,Drama",nm0421314,nm0860947
tt0418689,7.1,135,"Action,Adventure,Drama",nm0000142,nm0000202
tt0418763,7.0,125,"Biography,Drama,War",nm0005222,nm0350453
tt0418773,6.9,106,"Comedy,Drama",nm0607275,nm0001110
tt0418819,6.2,93,"Horror,Sci-Fi,Thriller",nm0001681,nm0000491
tt0419058,7.2,153,"Comedy,Crime",nm0903423,nm0474774
tt0419294,7.3,121,"Adventure,Crime,Drama",nm0000169,nm0000169
tt0419677,7.6,90,"Crime,Drama,Thriller",nm0276349,nm0175916
tt0419706,5.2,105,"Action,Horror,Sci-Fi",nm0005647,nm0881631
tt0419749,7.0,125,"Biography,Comedy,Crime",nm0001486,nm0004874
tt0419843,6.4,97,"Comedy,Drama,Romance",nm0440459,nm0111013
tt0419887,7.6,128,Drama,nm0286975,nm2043234
tt0419946,4.7,92,"Action,Comedy,Drama",nm1669022,nm1078479
tt0419984,5.2,87,"Comedy,Romance,Sport",nm0318916,nm0000671
tt0420087,6.7,105,"Comedy,Drama,Music",nm0000265,nm0005499
tt0420223,7.5,113,"Comedy,Drama,Fantasy",nm0286975,nm0002071
tt0420238,6.1,93,"Adventure,Animation,Comedy","nm0271402,nm0828207",nm0000111
tt0420251,6.9,126,Horror,"nm0150897,nm0661791,nm0586281",nm0000499
tt0420293,6.8,122,"Biography,Drama,History",nm1547859,nm3009232
tt0420294,5.8,91,"Horror,Thriller",nm0509448,nm0108287
tt0420332,7.8,192,"Drama,Family,Musical",nm0007181,nm0451321
tt0421054,5.9,127,"Action,Biography,Crime",nm0001716,nm0461136
tt0421073,6.8,109,"Action,Crime,Thriller",nm0043742,nm0000206
tt0421082,7.6,122,"Biography,Drama,Music",nm0179221,nm0727165
tt0421206,7.1,125,"Biography,Crime,Drama",nm0423333,nm0425005
tt0421238,7.3,104,"Crime,Drama,Western",nm0384825,nm0935653
tt0421239,6.5,85,Thriller,nm0000127,nm1046097
tt0421715,7.8,166,"Drama,Fantasy,Romance",nm0000399,nm0000093
tt0421729,4.8,99,"Comedy,Crime",nm0925870,nm0001454
tt0421994,6.7,90,"Comedy,Drama,Romance",nm0662530,nm0005305
tt0422091,6.6,129,"Action,Crime,Drama",nm1189376,nm0045393
tt0422401,5.6,93,"Comedy,Horror,Thriller",nm1697112,nm0387987
tt0422720,6.5,123,"Biography,Drama,History",nm0001068,nm0000379
tt0422774,4.2,92,"Comedy,Family",nm0139867,nm0001084
tt0423294,6.7,85,"Adventure,Animation,Comedy","nm0105169,nm0118333",nm0479471
tt0423866,7.9,88,"Crime,Drama,Romance",nm1104118,nm1165901
tt0423977,6.9,97,"Comedy,Drama,Romance",nm0689343,nm0947338
tt0424095,6.6,85,"Action,Adventure,Animation","nm0101047,nm0271402",nm0413168
tt0424136,7.0,104,"Drama,Thriller",nm1720541,nm0933940
tt0424205,7.7,116,"Drama,History,Music",nm0137228,nm1208167
tt0424227,8.0,98,"Drama,War",nm0315842,nm1714874
tt0424345,7.3,97,Comedy,nm0003620,nm0641168
tt0424774,3.7,93,"Action,Adventure,Comedy",nm0001675,nm1064823
tt0424823,5.3,90,"Comedy,Crime,Sport",nm0304830,nm0283945
tt0424880,7.2,108,"Drama,Romance",nm0035462,nm0005132
tt0424993,5.5,103,"Comedy,Romance",nm0177637,nm0005433
tt0425061,6.5,110,"Action,Adventure,Comedy",nm0781842,nm0136797
tt0425112,7.8,121,"Action,Comedy,Mystery",nm0942367,nm0670408
tt0425123,6.7,95,"Comedy,Drama,Fantasy",nm0914132,nm0000702
tt0425210,7.7,110,"Crime,Drama,Thriller",nm0006476,nm0001326
tt0425333,8.1,99,"Comedy,Drama",nm1729063,nm1284379
tt0425413,6.5,100,"Comedy,Romance,Sport",nm0001710,nm0670408
tt0425430,5.3,90,"Drama,Horror,Mystery","nm0659380,nm0161152",nm0001518
tt0425637,7.3,288,"Action,Adventure,Drama",nm0000247,nm0504897
tt0426459,6.2,95,"Action,Comedy,Horror",nm0347657,nm0712550
tt0426578,7.6,120,"Biography,Crime,Drama",nm0745131,nm0421799
tt0426592,4.6,75,"Action,Comedy,Sci-Fi",nm0563301,nm0068166
tt0426883,6.9,122,"Biography,Crime,Drama",nm0001024,nm0386472
tt0426931,7.4,114,"Drama,Music",nm0792202,nm0383603
tt0427152,5.9,114,Comedy,nm0005366,nm0136797
tt0427229,5.6,97,"Comedy,Romance",nm0223359,nm0000190
tt0427309,7.5,126,"Biography,Drama,Romance",nm0000243,nm0000243
tt0427312,7.8,103,"Biography,Documentary",nm0001348,nm1765842
tt0427327,6.7,117,"Comedy,Drama,Musical",nm0788202,nm0000237
tt0427392,5.9,99,"Sci-Fi,Thriller",nm0386570,nm0000173
tt0427470,7.0,99,"Crime,Drama,Thriller",nm0291082,nm0330687
tt0427944,7.5,92,"Comedy,Drama",nm0718646,nm0001173
tt0427954,7.0,111,"Action,Crime,Drama",nm1272773,nm1388074
tt0427969,6.5,126,"Biography,Crime,Drama",nm0002339,nm0004778
tt0428803,7.5,80,"Documentary,Family",nm0415207,nm0000151
tt0428870,8.1,144,"Drama,Romance",nm0497565,nm0432601
tt0429493,6.7,117,"Action,Adventure,Thriller",nm0138620,nm0000553
tt0429573,5.0,83,"Drama,Horror,Mystery",nm0813309,nm0000661
tt0429589,5.8,88,"Adventure,Animation,Comedy",nm0204884,nm0316079
tt0429591,5.4,110,"Comedy,Family,Fantasy",nm0020491,nm0731075
tt0430105,6.8,109,"Action,Crime,Drama",nm0005436,nm0000242
tt0430304,4.4,98,"Comedy,Crime",nm0005540,nm0915465
tt0430308,5.4,117,"Biography,Crime,Drama",nm0006487,nm1265067
tt0430357,6.0,132,"Action,Adventure,Crime",nm0000520,nm0268199
tt0430634,6.3,103,"Comedy,Drama,Sport",nm0070566,nm1335291
tt0430770,5.0,114,"Comedy,Drama",nm0257606,nm0000212
tt0430912,4.4,114,"Drama,Mystery,Thriller",nm0001994,nm0000232
tt0430922,6.8,99,Comedy,nm0906476,nm0748620
tt0431021,5.9,92,"Horror,Mystery,Thriller",nm0097079,nm2828435
tt0431197,7.0,110,"Action,Drama,Thriller",nm0000916,nm0004937
tt0431308,7.0,126,"Comedy,Drama,Romance",nm0481418,nm0005476
tt0432021,6.2,94,"Action,Horror,Sci-Fi",nm0611683,nm0000170
tt0432283,7.9,87,"Adventure,Animation,Comedy",nm0027572,nm0000123
tt0432291,3.7,100,"Horror,Mystery",nm0906548,nm0919991
tt0432348,6.6,93,"Horror,Mystery",nm1135423,nm0005531
tt0432402,6.4,100,"Biography,Drama",nm0382584,nm1092227
tt0432637,6.4,185,"Action,Adventure,Sci-Fi",nm0004363,nm0004335
tt0433035,7.0,127,"Action,Drama,Sci-Fi",nm0506613,nm0413168
tt0433362,6.4,98,"Action,Horror,Sci-Fi","nm1294961,nm1294962",nm0000160
tt0433383,7.4,93,"Biography,Drama,History",nm0000123,nm0000657
tt0433386,5.0,102,"Horror,Thriller",nm1234345,nm0848554
tt0433387,6.8,116,"Action,Crime,Drama",nm0043742,nm0000288
tt0433400,6.2,96,"Comedy,Romance",nm0474955,nm0005351
tt0433416,7.5,122,Drama,nm0619762,nm0671980
tt0434124,7.1,107,"Comedy,Drama,Music",nm0418982,nm0252230
tt0434139,6.4,115,"Comedy,Drama,Romance",nm0001282,nm0103785
tt0434409,8.2,132,"Action,Drama,Sci-Fi",nm0574625,nm0915989
tt0435625,7.2,99,"Adventure,Horror,Thriller",nm0551076,nm0531933
tt0435651,6.4,97,"Drama,Romance,Sci-Fi",nm0637518,nm4154798
tt0435670,6.1,102,"Crime,Drama,Fantasy",nm0275286,nm0154226
tt0435679,7.4,95,"Drama,Romance",nm1383079,nm0363699
tt0435705,6.2,96,"Action,Sci-Fi,Thriller",nm0848414,nm0000115
tt0435761,8.3,103,"Adventure,Animation,Comedy",nm0881279,nm0000158
tt0436331,5.8,88,"Comedy,Drama,Romance",nm0392237,nm0000098
tt0436339,5.1,88,"Action,Adventure,Animation",nm0947087,nm0004715
tt0436697,7.3,103,"Biography,Drama",nm0001241,nm0000545
tt0437086,7.3,122,"Action,Adventure,Sci-Fi",nm0001675,nm4023073
tt0437179,5.0,84,"Action,Horror,Thriller",nm0201283,nm0414417
tt0437800,7.4,112,"Drama,Family",nm0040328,nm0000291
tt0437857,6.7,92,"Comedy,Horror,Thriller",nm1795664,nm1519453
tt0437863,5.5,85,"Comedy,Sport",nm0240797,nm0005450
tt0438097,6.8,91,"Adventure,Animation,Comedy",nm0757858,nm0005380
tt0438315,7.2,120,"Drama,Romance,Sport",nm0759207,nm1310709
tt0438488,6.5,115,"Action,Adventure,Sci-Fi",nm0629334,nm0000288
tt0439289,6.1,116,"Comedy,Drama",nm0614682,nm0189200
tt0439662,7.1,168,"Action,Drama,Romance",nm0463316,nm0451148
tt0439815,6.5,95,"Comedy,Horror,Sci-Fi",nm0348181,nm0277213
tt0440803,7.0,97,"Horror,Mystery,Thriller","nm1802294,nm1059740",nm0263594
tt0440963,8.0,115,"Action,Mystery,Thriller",nm0339030,nm0000354
tt0441048,6.5,152,"Action,Crime,Thriller",nm1189376,nm0004335
tt0441773,7.6,92,"Action,Adventure,Animation","nm0651706,nm0828970",nm0085312
tt0441774,6.4,108,"Biography,Crime,Drama",nm0733149,nm0000237
tt0441796,5.0,85,"Fantasy,Horror,Mystery",nm0068587,nm0287898
tt0441909,7.6,121,"Comedy,Drama",nm0000264,nm0004851
tt0442933,6.3,115,"Action,Adventure,Animation",nm0000709,nm0935653
tt0443272,7.3,150,"Biography,Drama,History",nm0000229,nm0000358
tt0443274,6.6,90,"Action,Crime,Drama",nm0871428,nm0000598
tt0443295,5.4,88,"Comedy,Family,Romance",nm0331532,nm0000598
tt0443453,7.3,84,Comedy,nm0153078,nm0056187
tt0443465,6.8,95,"Comedy,Drama,Romance",nm0262635,nm0262635
tt0443473,6.0,114,"Action,Crime,Thriller",nm0007045,nm0042524
tt0443489,6.6,130,"Drama,Music,Musical",nm0174374,nm0461498
tt0443536,6.5,80,"Adventure,Animation,Comedy","nm0249897,nm0250410,nm0498555",nm0004266
tt0443543,7.6,110,"Drama,Fantasy,Mystery",nm1139726,nm0001570
tt0443559,6.0,95,"Action,Crime,Drama",nm0006960,nm0005048
tt0443632,6.1,108,"Action,Crime,Thriller",nm0424800,nm0000140
tt0443649,5.1,109,"Action,Adventure,Drama",nm0000386,nm0004741
tt0443680,7.5,160,"Biography,Crime,Drama",nm0231596,nm0000093
tt0443701,5.9,104,"Crime,Drama,Horror",nm0004810,nm0000141
tt0443706,7.7,157,"Crime,Drama,Mystery",nm0000399,nm0350453
tt0444653,6.8,99,"Comedy,Crime",nm0425894,nm0000100
tt0444682,5.6,99,"Horror,Thriller",nm0394280,nm0005476
tt0445922,7.3,133,"Drama,Fantasy,History",nm0853380,nm0939697
tt0445934,6.3,93,"Comedy,Sport","nm0330347,nm0817447",nm0002071
tt0445946,5.6,96,"Action,Crime,Drama",nm0000915,nm0000131
tt0445990,7.0,105,"Biography,Drama,Sport",nm0179697,nm0000242
tt0446013,5.4,99,"Action,Adventure,Drama",nm1197971,nm0881631
tt0446029,7.5,112,"Action,Comedy,Fantasy",nm0942367,nm0148418
tt0446046,6.6,118,"Drama,Music",nm0295107,nm0000104
tt0446059,7.6,104,"Action,Biography,Drama",nm0950553,nm0001472
tt0446755,7.4,125,"Drama,Romance",nm0192845,nm0915208
tt0448011,6.2,121,"Action,Mystery,Sci-Fi",nm0001639,nm0000115
tt0448115,7.0,132,"Action,Adventure,Comedy",nm2497546,nm1157048
tt0448134,7.2,107,"Sci-Fi,Thriller",nm0000965,nm0614165
tt0448157,6.4,92,"Action,Comedy,Drama",nm0000916,nm0000226
tt0448694,6.6,90,"Adventure,Animation,Comedy",nm1844237,nm0000104
tt0449010,5.1,104,"Action,Adventure,Family",nm0266777,nm1968873
tt0449059,7.8,101,"Comedy,Drama","nm0206760,nm0267512",nm0136797
tt0449061,6.4,92,"Drama,Romance",nm1862705,nm0004754
tt0449088,7.1,169,"Action,Adventure,Fantasy",nm0893659,nm0000136
tt0449089,5.6,99,"Adventure,Comedy,Family",nm0001756,nm0000245
tt0449467,7.5,143,Drama,nm0327944,nm0000093
tt0449487,5.8,93,"Mystery,Romance,Thriller",nm0006554,nm0004266
tt0449994,7.5,213,"Action,Drama,History",nm0332950,nm0004335
tt0449999,6.0,193,"Drama,Romance",nm0424103,nm0451321
tt0450188,7.6,140,"Biography,Drama,Music",nm0196860,nm0182839
tt0450232,6.6,102,"Action,Drama,Thriller",nm0001149,nm0000246
tt0450259,8.0,143,"Adventure,Drama,Thriller",nm0001880,nm0000138
tt0450278,5.9,94,Horror,nm0744834,nm0379596
tt0450314,5.9,103,"Action,Crime,Drama",nm0591994,nm0829032
tt0450345,3.7,102,"Horror,Mystery,Thriller",nm0001438,nm0000115
tt0450385,6.8,104,"Fantasy,Horror,Mystery",nm0405632,nm0000131
tt0450405,5.8,119,"Action,Adventure,Fantasy",nm0919369,nm1491631
tt0451079,6.8,86,"Adventure,Animation,Comedy","nm0371755,nm0553942",nm0000120
tt0451094,7.5,115,"Crime,Drama,Thriller",nm0661791,nm12236841
tt0451279,7.4,141,"Action,Adventure,Fantasy",nm0420941,nm2933757
tt0452594,5.8,106,"Comedy,Drama,Romance",nm0715636,nm0000098
tt0452598,5.5,94,"Adventure,Comedy,Family",nm0788202,nm0000188
tt0452608,6.4,105,"Action,Sci-Fi,Thriller",nm0027271,nm0005458
tt0452623,7.6,114,"Crime,Drama,Mystery",nm0000255,nm0000151
tt0452624,6.0,105,"Drama,Mystery,Romance",nm0001752,nm0000123
tt0452625,5.6,101,"Comedy,Romance",nm0375068,nm0176981
tt0452637,5.5,110,"Drama,Fantasy,Mystery",nm0796117,nm0316079
tt0452681,4.8,97,"Adventure,Comedy,Family",nm0501185,nm0000741
tt0452694,7.1,107,"Comedy,Drama,Fantasy",nm0777881,nm0051509
tt0452702,6.2,85,"Horror,Thriller",nm0030735,nm0000295
tt0453451,6.4,90,"Comedy,Family",nm0070436,nm0000100
tt0453467,7.1,126,"Action,Crime,Sci-Fi",nm0001716,nm0000243
tt0453556,6.2,87,"Action,Adventure,Animation",nm1083489,nm0001772
tt0453562,7.5,128,"Biography,Drama,Sport",nm0001338,nm1569276
tt0454082,4.6,95,Horror,nm0604688,nm0005502
tt0454776,7.4,118,"Biography,Drama,History",nm0000776,nm0344435
tt0454824,6.5,140,"Action,Drama,History",nm0082300,nm0290556
tt0454841,6.4,107,"Horror,Thriller",nm0014960,nm0505971
tt0454848,7.6,129,"Crime,Drama,Mystery",nm0000490,nm0000243
tt0454876,7.9,127,"Adventure,Drama,Fantasy",nm0000487,nm4139037
tt0454919,4.7,90,"Horror,Sci-Fi,Thriller",nm0814517,nm0068338
tt0454921,8.0,117,"Biography,Drama",nm0610831,nm0000226
tt0454945,6.3,105,"Comedy,Romance,Sport",nm0275698,nm0004789
tt0454970,5.4,93,"Horror,Mystery,Thriller",nm0007082,nm0241049
tt0454987,5.9,84,"Comedy,Crime",nm0644022,nm1009277
tt0455407,6.5,101,"Adventure,Horror",nm0252135,nm0593664
tt0455499,5.0,82,"Adventure,Animation,Comedy",nm0384722,nm0005227
tt0455538,6.4,110,"Biography,Comedy,Drama",nm0004332,nm0670408
tt0455590,7.6,123,"Biography,Drama,History",nm0531817,nm0564215
tt0455760,6.1,89,"Horror,Mystery,Thriller",nm1490123,nm0477127
tt0455782,6.8,101,"Adventure,Comedy,Drama",nm0791672,nm0000152
tt0455824,6.6,165,"Adventure,Drama,Romance",nm0525303,nm0000173
tt0455857,5.1,87,"Horror,Thriller",nm0922346,nm0004741
tt0455944,7.2,132,"Action,Crime,Thriller",nm0298807,nm0000243
tt0455957,6.9,113,"Biography,Drama,History",nm0001232,nm0000849
tt0455960,5.6,84,"Crime,Thriller",nm0583515,nm0000293
tt0455967,5.7,89,"Comedy,Romance",nm0858525,nm0582462
tt0456144,8.0,144,"Comedy,Drama,Romance",nm0386246,nm0004569
tt0456554,6.9,94,Comedy,nm0329650,nm0184445
tt0456912,7.5,119,"Action,Crime,Drama",nm0453518,nm0496932
tt0457297,4.5,92,"Drama,Sci-Fi,Thriller",nm0502954,nm0515123
tt0457400,5.3,102,"Action,Adventure,Comedy",nm0797869,nm0002071
tt0457419,6.2,93,"Comedy,Family,Fantasy",nm1590998,nm0000204
tt0457430,8.2,118,"Drama,Fantasy,War",nm0868219,nm1419440
tt0457433,5.7,109,"Crime,Mystery,Thriller",nm0001226,nm0000932
tt0457495,5.1,93,"Action,Adventure,Family",nm0768249,nm1641117
tt0457510,5.8,92,"Comedy,Family,Sport",nm0381478,nm0085312
tt0457513,6.6,96,"Comedy,Crime,Fantasy",nm0000095,nm0424060
tt0457572,6.7,93,"Comedy,Drama,Horror",nm0192933,nm1579372
tt0457655,7.7,120,Drama,nm0081540,nm0586568
tt0457939,6.9,136,"Comedy,Romance",nm0583600,nm0000701
tt0458339,6.9,124,"Action,Adventure,Sci-Fi",nm0002653,nm0262635
tt0458352,6.9,109,"Comedy,Drama",nm0291205,nm0004266
tt0458413,6.3,96,"Comedy,Drama",nm0154312,nm0000112
tt0458481,6.5,102,"Action,Crime,Thriller","nm0588340,nm0001675",nm0000620
tt0458525,6.5,107,"Action,Sci-Fi",nm0004303,nm0413168
tt0460740,7.1,102,"Comedy,Drama,Romance",nm1193346,nm0081801
tt0460745,6.6,87,"Comedy,Drama,Romance",nm0796864,nm0005351
tt0460780,3.8,127,"Action,Adventure,Fantasy",nm0093051,nm0005458
tt0460791,7.8,117,"Adventure,Drama,Fantasy",nm0802248,nm1195855
tt0460792,6.3,116,"Comedy,Drama",nm0000500,nm0001427
tt0460829,6.8,180,"Drama,Fantasy,Mystery",nm0000186,nm0344734
tt0460989,7.5,127,"Drama,War",nm0516360,nm0614165
tt0461770,7.1,107,"Adventure,Animation,Comedy",nm0510674,nm0010736
tt0461936,7.1,178,"Action,Crime,Thriller",nm1027719,nm0451321
tt0462200,6.9,116,"Drama,Music",nm0108132,nm0000207
tt0462322,7.5,191,"Action,Horror,Thriller","nm0001675,nm0744834,nm0000233,nm0942367,nm0957772",nm0000621
tt0462335,5.5,119,"Drama,Sci-Fi",nm1296554,nm1089991
tt0462396,5.4,101,"Action,Adventure,History",nm0498991,nm0000147
tt0462465,6.2,115,"Action,Adventure,Sci-Fi",nm0564586,nm0001029
tt0462499,7.0,92,"Action,Adventure,Thriller",nm0000230,nm0000230
tt0462504,7.3,120,"Adventure,Biography,War",nm0001348,nm0000288
tt0462538,7.3,87,"Adventure,Animation,Comedy",nm0798899,nm0144657
tt0462590,6.5,104,"Crime,Drama,Music",nm0281945,nm1475594
tt0463034,5.6,110,"Comedy,Romance","nm0751577,nm0751648",nm0005028
tt0463854,6.9,100,"Action,Adventure,Horror",nm0294379,nm0719637
tt0463872,5.2,116,"Adventure,Comedy,Family","nm0004689,nm0486627",nm0000367
tt0463985,6.0,104,"Action,Crime,Thriller",nm0510912,nm0085407
tt0463998,7.6,123,"Biography,Crime,Drama",nm0481418,nm0005476
tt0464049,6.8,109,"Comedy,Drama,Romance",nm0405336,nm0341743
tt0464141,7.4,105,"Drama,Horror,Mystery",nm1291105,nm0749104
tt0464154,5.5,88,"Comedy,Horror",nm0014960,nm0000223
tt0464196,6.4,96,"Comedy,Horror",nm1247462,nm0245705
tt0464913,7.0,99,"Action,Adventure,Comedy",nm0371890,nm1460782
tt0465142,5.5,107,"Comedy,Music",nm0919369,nm0000424
tt0465203,6.4,77,"Horror,Thriller","nm1219963,nm0658837",nm0093740
tt0465234,6.5,124,"Action,Adventure,Mystery",nm0005509,nm0000115
tt0465494,6.2,100,"Action,Crime,Thriller",nm1164755,nm0648249
tt0465502,5.9,87,"Animation,Comedy,Family",nm1902232,nm0000131
tt0465538,7.2,119,"Crime,Drama,Mystery",nm0006904,nm0000123
tt0465551,7.4,92,"Crime,Drama,Romance",nm0264236,nm0000949
tt0465580,6.1,111,"Action,Sci-Fi,Thriller",nm0006476,nm0004741
tt0465602,6.6,86,"Action,Comedy,Thriller",nm0205157,nm0654110
tt0465624,5.2,96,"Comedy,Romance,Sci-Fi",nm0718645,nm0000235
tt0466342,2.8,83,"Comedy,Romance","nm0783536,nm0294997",nm0004989
tt0466460,8.3,135,"Comedy,Crime,Drama","nm1962313,nm1910468",nm0451600
tt0466909,5.5,110,"Drama,Fantasy,Horror",nm0601382,nm0000630
tt0467110,4.8,100,"Action,Adventure,Comedy",nm0238865,nm0227759
tt0467197,5.3,100,"Action,Crime,Drama",nm0601382,nm0000242
tt0467200,6.7,115,"Biography,Drama,History",nm0149491,nm0000204
tt0467406,7.5,96,"Comedy,Drama",nm0718646,nm0680983
tt0468489,7.1,106,Drama,nm0281396,nm0331516
tt0468492,7.1,120,"Drama,Horror,Sci-Fi",nm0094435,nm0814280
tt0468565,7.2,95,"Crime,Drama",nm0004303,nm1970113
tt0468569,9.0,152,"Action,Crime,Drama",nm0634240,nm0000288
tt0469021,6.9,90,"Action,Comedy,Crime",nm0523276,nm0176869
tt0469263,6.3,104,"Adventure,Drama,Sci-Fi",nm0689187,nm0000671
tt0469494,8.2,158,Drama,nm0000759,nm0000358
tt0469623,7.1,118,Drama,nm0081540,nm0000932
tt0469641,6.0,129,"Drama,History,Thriller",nm0000231,nm0000115
tt0469903,7.2,130,"Biography,Drama,Sport",nm0001219,nm0114532
tt0470705,6.1,102,"Drama,Horror,Thriller",nm0001243,nm0000171
tt0470752,7.7,108,"Drama,Sci-Fi,Thriller",nm0307497,nm2539953
tt0471041,6.0,95,"Action,Thriller",nm1470993,nm0000609
tt0471042,6.2,104,"Action,Comedy,Crime",nm0711840,nm0000552
tt0472033,7.0,79,"Action,Adventure,Animation",nm0009942,nm0000704
tt0472043,7.8,139,"Action,Adventure,Drama",nm0000154,nm0850162
tt0472062,7.0,102,"Biography,Comedy,Drama",nm0001566,nm0000158
tt0472160,6.7,104,"Comedy,Fantasy,Romance",nm0657372,nm0000207
tt0472181,5.4,103,"Adventure,Animation,Comedy",nm0331532,nm0000279
tt0472198,6.7,122,"Biography,Crime,Drama",nm0863387,nm2946456
tt0472399,6.5,93,"Action,Crime,Thriller",nm0922346,nm0005458
tt0473075,6.6,116,"Action,Adventure,Fantasy",nm0001565,nm0350453
tt0473308,7.0,108,"Comedy,Drama,Romance",nm0791248,nm0005392
tt0473360,5.8,115,"Adventure,Drama,Sport",nm1429471,nm0065493
tt0473367,7.4,155,"Comedy,Drama,Romance",nm1063072,nm1405359
tt0473444,7.0,114,"Action,Drama,Romance",nm0955443,nm0000334
tt0473705,7.1,127,"Crime,Drama,Mystery",nm0531817,nm0000128
tt0473753,7.0,91,"Comedy,Drama,Fantasy",nm0000108,nm1051346
tt0475276,7.6,111,"Action,Drama,History",nm0339030,nm0059654
tt0475290,6.3,106,"Comedy,Drama,Mystery","nm0001053,nm0001054",nm0000982
