tconst,averageRating,numVotes,runtimeMinutes,genres,directors,writers,actor
tt0387808,6.5,168539,84,"Adventure,Comedy,Sci-Fi",nm0431918,"nm0431918,nm1000113",nm0005561
tt0387877,5.6,75310,121,"Crime,Drama,Mystery",nm0000361,"nm0295264,nm0255278",nm0001326
tt0387898,7.3,81958,117,"Drama,Mystery,Thriller",nm0359734,nm0359734,nm0000809
tt0388125,6.5,63471,130,"Comedy,Drama,Romance",nm0000436,"nm1497265,nm0335666",nm0001057
tt0388139,7.2,20315,90,"Biography,Comedy,Drama",nm0236226,nm0236226,nm0443373
tt0388182,6.6,23249,93,"Comedy,Drama",nm0128687,nm0128687,nm0000140
tt0388419,5.4,53140,99,"Comedy,Family",nm0005387,"nm0001300,nm0001060",nm0000741
tt0388473,7.8,42683,92,"Adventure,Animation,Comedy",nm0464804,"nm0464804,nm0633730",nm0256609
tt0388482,6.3,207082,87,"Action,Crime,Thriller",nm0504642,"nm0000108,nm0436543",nm0005458
tt0388795,7.7,365191,134,"Drama,Romance",nm0000487,"nm0698925,nm0573505,nm0652223",nm0350453
tt0388980,7.4,31739,120,"Biography,Drama,Sport",nm0000200,nm0004111,nm0479471
tt0389557,7.7,78095,145,"Drama,Thriller,War",nm0000682,"nm0812121,nm0000682",nm0396924
tt0389722,6.6,181296,113,"Action,Adventure,Horror",nm1720541,"nm0632051,nm0064181,nm0625198,nm2615528",nm0001326
tt0389790,6.1,168169,91,"Adventure,Animation,Comedy","nm0971239,nm9054338","nm0000632,nm0272324,nm0546267,nm0732165,nm0552092,nm1166844",nm0000632
tt0389860,6.4,339195,107,"Comedy,Drama,Fantasy",nm0178997,"nm0466175,nm0641479",nm0001191
tt0390022,7.2,64588,118,"Action,Drama,Sport",nm0000916,"nm0084334,nm0169173,nm0000916",nm0000671
tt0390221,7.4,35499,101,"Crime,Drama",nm0551358,nm0551358,nm1503432
tt0390384,6.8,109146,77,"Drama,Sci-Fi,Thriller",nm1503403,nm1503403,nm1503403
tt0390521,7.2,110578,100,Documentary,nm1041597,nm1041597,nm1041597
tt0391198,5.9,147116,91,"Horror,Mystery,Thriller",nm1234345,"nm0839812,nm1234345",nm0001264
tt0391304,6.6,70109,107,"Comedy,Drama,Romance",nm0170719,nm0528260,nm0005110
tt0393109,7.2,107850,110,"Crime,Drama,Mystery",nm0426059,nm0426059,nm0330687
tt0393162,7.3,157227,136,"Biography,Drama,Sport",nm0141961,"nm0777043,nm0309691",nm0000168
tt0395169,8.1,360233,121,"Biography,Drama,History",nm0313623,"nm0669311,nm0313623",nm0000332
tt0395251,6.3,43461,134,"Comedy,Crime,Musical",nm0834893,"nm0000316,nm0576070",nm0001447
tt0395495,5.9,27655,124,"Comedy,Drama,Romance",nm0335666,nm0335666,nm0004950
tt0395584,6.7,102430,107,"Crime,Horror,Western",nm0957772,nm0957772,nm0354085
tt0395699,5.6,96878,95,"Action,Comedy,Drama",nm0788202,"nm0502073,nm0304830",nm0004874
tt0395972,7.3,43667,126,Drama,nm0138927,"nm0782739,nm1538319,nm1546016",nm0000234
tt0396171,7.5,256069,147,"Crime,Drama,Fantasy",nm0878756,"nm0001949,nm0251536,nm0878756,nm0845752",nm0924210
tt0396184,7.3,23185,100,"Action,Crime,Drama",nm0716347,nm0716347,nm0586568
tt0396269,7.0,362972,119,"Comedy,Romance",nm0229694,"nm0264520,nm1462097",nm0005562
tt0396555,6.8,104144,95,"Adventure,Animation,Comedy",nm0027459,"nm0007075,nm0090614,nm2320658,nm1977355,nm1950901,nm1853872,nm0027459,nm0431622,nm2558161",nm0360743
tt0396652,6.0,27911,98,"Comedy,Drama,Family",nm0299563,"nm0127690,nm0204678",nm0005502
tt0396752,6.6,79752,97,"Comedy,Family,Fantasy",nm0428600,"nm0000668,nm0104447",nm0000668
tt0397065,5.4,127910,113,"Horror,Thriller",nm1429471,"nm0067676,nm0370937,nm0370928",nm0614877
tt0397078,5.4,58684,108,"Comedy,Fantasy,Romance",nm0677953,"nm0454783,nm0364423,nm0077080,nm0085933,nm0007079",nm0517820
tt0397101,6.5,118129,104,"Drama,Horror,Mystery",nm0812200,nm0472567,nm0005028
tt0397313,7.3,66182,120,"Adventure,Drama,Family",nm0550881,"nm0226547,nm0410945,nm0475542,nm0633986,nm0756944",nm0908094
tt0397535,7.3,153722,145,"Drama,Romance",nm0551128,"nm0842523,nm1006264",nm0955471
tt0397892,6.8,217023,96,"Adventure,Animation,Comedy","nm0930261,nm0397174","nm1557594,nm0930261",nm0000237
tt0398017,6.6,74781,108,"Crime,Drama,Thriller",nm0405632,"nm0064181,nm1557908",nm0654110
tt0398165,6.4,184903,113,"Comedy,Crime,Sport",nm0781842,"nm0748665,nm0944003,nm1417242",nm0001191
tt0398286,7.7,464499,100,"Adventure,Animation,Comedy","nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",nm0601553
tt0398375,5.5,59676,97,"Comedy,Drama,Romance",nm0001661,nm0341372,nm0000098
tt0398712,6.3,80127,109,"Action,Crime,Drama",nm0724938,"nm0000118,nm0218621",nm0000160
tt0398808,7.2,162667,96,"Drama,Family,Fantasy",nm0190780,"nm0830969,nm1547579,nm0665505",nm1242688
tt0398913,4.8,45438,87,"Action,Adventure,Mystery",nm0477035,"nm0493369,nm1604669,nm1603708",nm0005326
tt0399146,7.4,243363,96,"Action,Crime,Drama",nm0000343,"nm0905957,nm1583671,nm0647939",nm0001557
tt0399201,6.8,319969,136,"Action,Sci-Fi,Thriller",nm0000881,"nm1047021,nm0476064,nm0649460",nm0424060
tt0399295,7.6,324007,122,"Crime,Drama",nm0629272,nm0629272,nm0000115
tt0399327,5.5,26112,83,"Action,Comedy,Crime",nm0562645,"nm0682063,nm0643315,nm0139461",nm0000168
tt0400234,8.4,21338,143,"Action,Crime,Drama",nm0440604,"nm0440604,nm1583746,nm0592795",nm1946407
tt0400497,4.9,49015,101,"Adventure,Comedy,Family",nm1286340,"nm0502073,nm0304830,nm0332184,nm0587692,nm0991423,nm0119423",nm0517820
tt0400717,6.1,99905,86,"Adventure,Animation,Comedy","nm0021249,nm0191717,nm0820934","nm0070368,nm1943855,nm0560894,nm0191717,nm0820934,nm1558946,nm0137811,nm0363958,nm3021990,nm3021923",nm0005110
tt0401085,7.9,33374,129,"Comedy,Drama",nm0885249,"nm0885249,nm1583617",nm0194788
tt0401383,8.0,108646,112,"Biography,Drama",nm0773603,"nm0367838,nm1568285",nm0023832
tt0401445,6.9,97525,117,"Comedy,Drama,Romance",nm0000631,"nm0458884,nm0562706",nm0000128
tt0401711,7.2,73352,120,"Comedy,Drama,Romance","nm0000801,nm0041474,nm0149446,nm0158984,nm0001053,nm0001054,nm0170043,nm0000127,nm0190859,nm0000367,nm0236313,nm0481418,nm0622112,nm0668247,nm0687913,nm0758574,nm0005628,nm0840485,nm0858680,nm0878756,nm0001814","nm0138894,nm0687913,nm0074488,nm0149446,nm0001814,nm0001054,nm0001053,nm0758574,nm0858680,nm0236313,nm1102709,nm2261075,nm0170043,nm0840485,nm0158984,nm0190859,nm0000801,nm0005628,nm0481418,nm0622112,nm0000127,nm0878756,nm0001687,nm0668247,nm2700377,nm0041474,nm0740167,nm1965665,nm2099207",nm0000300
tt0401729,6.6,277397,132,"Action,Adventure,Sci-Fi",nm0004056,"nm0004056,nm0028764,nm0149290,nm0123194",nm2018237
tt0401792,8.0,776394,124,"Crime,Thriller","nm0588340,nm0000233,nm0001675","nm0588340,nm0001675",nm0000620
tt0401855,6.7,203657,106,"Action,Fantasy,Thriller",nm0936482,"nm0564286,nm0936482,nm0340485",nm0000295
tt0401997,7.0,60437,110,"Biography,Crime,Drama",nm0712753,"nm0563240,nm0745360,nm0712753",nm0177933
tt0402022,5.4,130293,93,"Action,Adventure,Sci-Fi",nm0476201,"nm0006534,nm0542062,nm0161285",nm0000234
tt0402399,6.7,87660,135,"Biography,Drama,History",nm0000517,nm0000517,nm0268199
tt0402894,6.5,55224,112,"Adventure,Comedy,Drama",nm0002120,"nm0368774,nm1575914,nm0188165",nm0005132
tt0402901,5.1,39929,97,"Adventure,Horror,Sci-Fi",nm0402365,"nm0825790,nm0922359",nm0005305
tt0402910,6.4,55948,106,"Action,Crime,Drama",nm0317638,nm0317638,nm0005458
tt0403358,6.4,54523,114,"Action,Fantasy,Horror",nm0067457,"nm0067457,nm0436164,nm1573262",nm0450975
tt0403508,6.5,62381,119,"Comedy,Drama,Romance",nm0477129,"nm1569351,nm0258286,nm0151358",nm0848554
tt0403702,6.4,75089,90,"Comedy,Drama,Romance",nm0037708,"nm1122978,nm0668276",nm0148418
tt0404030,7.4,59026,106,"Comedy,Drama",nm0000630,"nm1583636,nm0000630",nm0000704
tt0404032,6.7,133290,119,"Drama,Horror,Thriller",nm0220600,"nm0090199,nm0220600",nm0001473
tt0404203,7.5,113175,137,"Drama,Romance",nm0276062,"nm0276062,nm0674909",nm0000701
tt0404254,6.2,20216,92,"Comedy,Drama,Romance",nm1077168,"nm0505741,nm1030706,nm1030519",nm0193846
tt0404390,7.3,101258,122,"Action,Crime,Drama",nm0469694,nm0469694,nm0908094
tt0404978,5.7,25227,89,"Comedy,Crime",nm0001355,"nm0001054,nm0001053,nm0140987",nm0000147
tt0405094,8.4,394399,137,"Drama,Mystery,Thriller",nm0003697,nm0003697,nm0618057
tt0405159,8.1,696166,132,"Drama,Sport",nm0000142,"nm0353673,nm0101801",nm0005476
tt0405296,7.0,113893,100,"Animation,Comedy,Crime",nm0000500,"nm0001140,nm0000500",nm0000206
tt0405325,6.3,89871,100,"Action,Comedy,Family",nm0593610,"nm1467549,nm0774792,nm0566407",nm0000621
tt0405336,5.3,39531,145,"Comedy,Drama,Mystery",nm0446819,nm0446819,nm0425005
tt0405422,7.1,446813,116,"Comedy,Romance",nm0031976,"nm0031976,nm0136797",nm0136797
tt0405469,5.2,26629,95,"Adventure,Animation,Comedy",nm0931727,"nm0214036,nm0833828,nm0317102,nm0357000,nm1134267,nm1152581,nm2188941,nm1124448,nm0931727,nm0238003",nm0000662
tt0405508,8.1,120124,167,"Comedy,Crime,Drama",nm1018493,"nm1028832,nm1149334,nm1018493,nm0659238",nm0451148
tt0405676,6.1,25036,128,"Drama,Thriller",nm0001873,"nm0001873,nm0913014",nm0000576
tt0406375,6.2,108409,101,"Action,Adventure,Comedy",nm0269463,"nm0885575,nm0462895,nm0436960",nm1242688
tt0406759,5.4,54509,98,"Horror,Mystery","nm1219963,nm0658837","nm0349406,nm1040327,nm0161152,nm0659380",nm0004695
tt0406816,6.9,94836,139,"Action,Adventure,Drama",nm0001112,nm0109587,nm0000126
tt0407265,7.4,41717,103,"Adventure,Comedy,Drama",nm1053371,nm1053371,nm0005031
tt0407304,6.5,457116,116,"Action,Adventure,Sci-Fi",nm0000229,"nm0295264,nm0462895,nm0920229",nm0000129
tt0407887,8.5,1345200,151,"Crime,Drama,Thriller",nm0000217,"nm1184258,nm0538320,nm0159039",nm0000138
tt0408236,7.3,374417,116,"Drama,Horror,Musical",nm0000318,"nm0517589,nm0923839,nm0093904",nm0000136
tt0408306,7.5,231038,164,"Action,Drama,History",nm0000229,"nm1065785,nm0744839,nm0427305",nm0051509
tt0408345,5.8,58575,105,"Action,Crime,Thriller",nm0518644,nm2147635,nm0000148
tt0408524,5.8,22156,113,"Comedy,Sport",nm0000500,"nm0484111,nm0275629,nm0720135",nm0000671
tt0408664,8.0,29134,141,Drama,nm0466153,nm0466153,nm1625874
tt0408777,7.4,31999,127,"Drama,Romance",nm0918326,"nm1602472,nm0918326",nm0117709
tt0408790,6.3,165707,98,"Drama,Mystery,Thriller",nm0777881,"nm1618225,nm0712753",nm0000149
tt0408839,5.8,93484,116,"Comedy,Romance","nm0125803,nm0268380","nm0035905,nm0228908,nm0125803,nm0268380,nm0055937,nm0295171,nm0800319",nm0001774
tt0408985,6.5,33946,112,"Comedy,Romance",nm0911061,"nm0696949,nm0780620,nm0697362",nm0001451
tt0409182,5.7,106939,98,"Action,Adventure,Thriller",nm0000583,"nm0698873,nm0302904",nm0000377
tt0409184,7.0,20778,125,"Comedy,Drama,Romance",nm0458251,nm0458251,nm0244151
tt0409459,7.6,559994,162,"Action,Drama,Mystery",nm0811583,"nm1733301,nm0371684,nm0874844",nm0355097
tt0409847,6.0,224975,119,"Action,Sci-Fi,Thriller",nm0269463,"nm0649460,nm0476064,nm0511541,nm1318843,nm1319757,nm0644203,nm0003321",nm0185819
tt0409904,6.4,34808,132,"Action,Fantasy,Horror",nm0067457,"nm0067457,nm1573262,nm2158185,nm6589702",nm0450975
tt0410097,7.3,41587,116,"Crime,Drama,Music",nm0108132,nm0108132,nm0005024
tt0410297,6.8,152688,99,"Drama,Fantasy,Romance",nm0002159,"nm1430632,nm0453442,nm1022446",nm0000206
tt0410377,6.0,35903,96,"Adventure,Comedy,Drama","nm0280814,nm0505662","nm0477279,nm0563394,nm0505662,nm0280814,nm1646537",nm0000149
tt0410764,6.3,33916,120,"Drama,Fantasy,Horror",nm0000416,"nm0342617,nm0000416,nm1616194",nm0000313
tt0411061,5.9,77123,108,"Crime,Drama,Mystery",nm0000816,nm0860155,nm0000199
tt0411195,7.2,23033,128,"Comedy,Drama",nm0001403,"nm0001403,nm0564496",nm0614165
tt0411270,7.2,20041,108,"Crime,Drama,Music",nm0002191,"nm0002191,nm0070152,nm0864812",nm0244151
tt0411272,7.4,30397,133,"Action,Biography,Crime",nm0724938,"nm2022382,nm0724938",nm0001993
tt0411477,7.0,276825,120,"Action,Adventure,Fantasy",nm0868219,"nm0868219,nm0586005",nm0000579
tt0411705,4.8,23168,71,"Drama,Music,Romance",nm0935863,nm0935863,nm0639659
tt0411951,4.8,27902,91,"Action,Crime,Drama",nm0514546,nm0568416,nm1463426
tt0412019,7.2,104414,106,"Comedy,Drama,Mystery",nm0000464,"nm0000464,nm2260851,nm0238138",nm0000195
tt0412080,7.8,56172,127,"Biography,Drama,Sport",nm0002044,nm0002044,nm0000164
tt0412922,7.4,24158,84,"Comedy,Family,Romance",nm0505662,nm0280814,nm1242688
tt0413099,5.4,150318,96,"Comedy,Family,Fantasy",nm0001723,"nm0644203,nm0169505,nm0812513,nm0466175,nm0641479",nm0136797
tt0413267,6.1,315792,93,"Adventure,Animation,Comedy","nm1844237,nm0401203","nm0696949,nm0780620,nm1844237,nm0912403,nm0011470,nm0825308,nm0254645,nm0744429,nm0776107,nm0830294",nm0000196
tt0413300,6.3,602492,139,"Action,Adventure,Sci-Fi",nm0000600,"nm0000600,nm0706898,nm0765091,nm0498278,nm0228492",nm0001497
tt0413895,6.3,43933,97,"Adventure,Comedy,Family",nm0935095,"nm0335666,nm0456732,nm0358839,nm0924754",nm0266824
tt0414055,6.8,72865,114,"Biography,Drama,History",nm0001408,"nm0629933,nm0386694",nm0000949
tt0414387,7.8,304946,129,"Drama,Romance",nm0942504,"nm0595738,nm0000807,nm0000668",nm0461136
tt0414852,7.1,71681,84,"Action,Crime,Sci-Fi",nm0603628,"nm0000108,nm1098947",nm0706220
tt0414853,5.6,32378,90,"Adventure,Animation,Comedy",nm0644203,nm0644203,nm0416673
tt0414982,5.8,146330,93,"Horror,Thriller",nm0939128,"nm0604688,nm0939128,nm0714695",nm0935541
tt0414993,7.2,242769,97,"Drama,Mystery,Romance",nm0004716,"nm0004716,nm0359504",nm0413168
tt0415306,6.6,189554,108,"Comedy,Sport",nm0570912,"nm0002071,nm0570912",nm0002071
tt0415965,6.7,20639,106,"Comedy,Drama,Family",nm0583675,"nm0060106,nm0866038,nm0314775",nm0000131
tt0415978,7.2,36823,91,"Comedy,Drama",nm0432380,nm0432380,nm0370035
tt0416044,7.2,47740,126,"Action,Biography,Drama",nm0091076,"nm0019732,nm0091076",nm0038355
tt0416185,6.7,21000,112,"Drama,Sport",nm0527109,"nm0097544,nm0122335,nm2622304",nm0000168
tt0416212,7.2,26873,114,Drama,nm0697656,"nm0697656,nm1650330",nm0266824
tt0416236,6.5,98476,96,"Action,Adventure,Drama",nm0914132,"nm0456732,nm1183854,nm0000626,nm1650403,nm1649488",nm0383603
tt0416315,6.2,74877,99,"Horror,Thriller",nm0572562,nm0572562,nm0680667
tt0416320,7.6,221489,124,"Drama,Romance,Thriller",nm0000095,nm0000095,nm0424060
tt0416449,7.6,831829,117,"Action,Drama",nm0811583,"nm0811583,nm0426500,nm1290582,nm0588340,nm2241067",nm0124930
tt0416496,5.7,36238,93,"Action,Comedy,Crime","nm1461392,nm1650283","nm0000108,nm0436543",nm0004851
tt0416508,7.0,63117,120,"Biography,Drama,Romance",nm0418982,"nm0000807,nm0393495,nm0931650",nm0004266
tt0416960,8.5,21085,115,"Comedy,Drama",nm0846092,nm0702600,nm0660978
tt0417001,5.9,32374,98,"Comedy,Romance",nm0325204,"nm1654465,nm0325204",nm0000178
tt0417148,5.5,141374,105,"Action,Adventure,Crime",nm0254786,"nm1733422,nm0349406,nm2154048",nm0000168
tt0417217,6.2,46996,122,"Crime,Drama,Sport",nm0142286,nm0319659,nm0000190
tt0417397,7.1,21159,139,"Action,Drama,History",nm0094080,"nm2659066,nm0466614",nm0810638
tt0417433,5.8,21503,108,"Drama,Romance,Sport",nm0510912,nm1152581,nm0290556
tt0417741,7.6,559176,153,"Action,Adventure,Family",nm0946734,"nm0460141,nm0746830",nm0705356
tt0418279,7.0,647508,144,"Action,Adventure,Sci-Fi",nm0000881,"nm0649460,nm0476064,nm0736966",nm0479471
tt0418455,7.7,52093,94,"Comedy,Crime,Drama",nm0421314,nm0421314,nm0860947
tt0418689,7.1,125596,135,"Action,Adventure,Drama",nm0000142,"nm0115310,nm0353673,nm1669383,nm0694612",nm0000202
tt0418763,7.0,194510,125,"Biography,Drama,War",nm0005222,"nm0115310,nm1666018",nm0350453
tt0418773,6.9,23113,106,"Comedy,Drama",nm0607275,nm0533666,nm0001110
tt0418819,6.2,98301,93,"Horror,Sci-Fi,Thriller",nm0001681,nm0001681,nm0000491
tt0419058,7.2,25440,153,"Comedy,Crime",nm0903423,nm0903423,nm0474774
tt0419294,7.3,41104,121,"Adventure,Crime,Drama",nm0000169,nm0037247,nm0000169
tt0419677,7.6,55297,90,"Crime,Drama,Thriller",nm0276349,"nm0175916,nm0276349,nm0292211",nm0175916
tt0419706,5.2,115495,105,"Action,Horror,Sci-Fi",nm0005647,"nm1709264,nm0834338",nm0881631
tt0419749,7.0,35169,125,"Biography,Comedy,Crime",nm0001486,"nm0001486,nm0541514,nm1868954",nm0004874
tt0419843,6.4,32141,97,"Comedy,Drama,Romance",nm0440459,nm0440459,nm0111013
tt0419887,7.6,81091,128,Drama,nm0286975,"nm1125275,nm1672161",nm2043234
tt0419946,4.7,34589,92,"Action,Comedy,Drama",nm1669022,"nm1511698,nm0568416",nm1078479
tt0419984,5.2,36453,87,"Comedy,Romance,Sport",nm0318916,"nm0138733,nm1404095",nm0000671
tt0420087,6.7,23158,105,"Comedy,Drama,Music",nm0000265,"nm0445087,nm0493855",nm0005499
tt0420223,7.5,231689,113,"Comedy,Drama,Fantasy",nm0286975,nm1590998,nm0002071
tt0420238,6.1,38839,93,"Adventure,Animation,Comedy","nm0271402,nm0828207","nm1164216,nm0002657,nm0574509,nm0899531",nm0000111
tt0420251,6.9,20251,126,Horror,"nm0150897,nm0661791,nm0586281","nm0661791,nm1779958,nm0497762,nm1945788",nm0000499
tt0420293,6.8,44338,122,"Biography,Drama,History",nm1547859,"nm0848003,nm1674354",nm3009232
tt0420294,5.8,74594,91,"Horror,Thriller",nm0509448,"nm1417242,nm0775017",nm0108287
tt0420332,7.8,54600,192,"Drama,Family,Musical",nm0007181,nm0159147,nm0451321
tt0421054,5.9,68116,127,"Action,Biography,Crime",nm0001716,"nm0446819,nm0052964",nm0461136
tt0421073,6.8,116028,109,"Action,Crime,Thriller",nm0043742,"nm0255278,nm0934483,nm1150145",nm0000206
tt0421082,7.6,66645,122,"Biography,Drama,Music",nm0179221,"nm1722281,nm0339043",nm0727165
tt0421206,7.1,78425,125,"Biography,Crime,Drama",nm0423333,"nm0536587,nm0281133",nm0425005
tt0421238,7.3,53624,104,"Crime,Drama,Western",nm0384825,nm0147022,nm0935653
tt0421239,6.5,126445,85,Thriller,nm0000127,"nm0255296,nm1929257",nm1046097
tt0421715,7.8,663098,166,"Drama,Fantasy,Romance",nm0000399,"nm0744839,nm0842523,nm0280234",nm0000093
tt0421729,4.8,44733,99,"Comedy,Crime",nm0925870,"nm0722610,nm0702912",nm0001454
tt0421994,6.7,34052,90,"Comedy,Drama,Romance",nm0662530,nm0662530,nm0005305
tt0422091,6.6,21206,129,"Action,Crime,Drama",nm1189376,"nm1715502,nm0159147",nm0045393
tt0422401,5.6,32028,93,"Comedy,Horror,Thriller",nm1697112,nm1697112,nm0387987
tt0422720,6.5,114642,123,"Biography,Drama,History",nm0001068,nm0001068,nm0000379
tt0422774,4.2,21779,92,"Comedy,Family",nm0139867,"nm0659085,nm0291035,nm1027958,nm1257282,nm0625026",nm0001084
tt0423294,6.7,83512,85,"Adventure,Animation,Comedy","nm0105169,nm0118333","nm0722610,nm0105169,nm0118333,nm1074134,nm0996099,nm2558161",nm0479471
tt0423866,7.9,56288,88,"Crime,Drama,Romance",nm1104118,nm1104118,nm1165901
tt0423977,6.9,65784,97,"Comedy,Drama,Romance",nm0689343,nm1122978,nm0947338
tt0424095,6.6,130814,85,"Action,Adventure,Animation","nm0101047,nm0271402","nm0166074,nm0478588,nm0515941,nm0444653,nm0204030,nm0271402,nm0520485,nm0101047,nm0279729,nm0414608,nm0638586,nm0003201",nm0413168
tt0424136,7.0,163172,104,"Drama,Thriller",nm1720541,nm0625198,nm0933940
tt0424205,7.7,30670,116,"Drama,History,Music",nm0137228,nm0137228,nm1208167
tt0424227,8.0,20090,98,"Drama,War",nm0315842,nm0315842,nm1714874
tt0424345,7.3,137822,97,Comedy,nm0003620,nm0003620,nm0641168
tt0424774,3.7,39448,93,"Action,Adventure,Comedy",nm0001675,"nm0001675,nm0735420,nm1897406",nm1064823
tt0424823,5.3,43377,90,"Comedy,Crime,Sport",nm0304830,"nm0502073,nm0304830",nm0283945
tt0424880,7.2,46537,108,"Drama,Romance",nm0035462,"nm1729294,nm0035462",nm0005132
tt0424993,5.5,48866,103,"Comedy,Romance",nm0177637,"nm0129292,nm0175798,nm0177637",nm0005433
tt0425061,6.5,221539,110,"Action,Adventure,Comedy",nm0781842,"nm0040022,nm0256079,nm0000316,nm0377750",nm0136797
tt0425112,7.8,513733,121,"Action,Comedy,Mystery",nm0942367,"nm0942367,nm0670408",nm0670408
tt0425123,6.7,113264,95,"Comedy,Drama,Fantasy",nm0914132,"nm0865847,nm0228908,nm1344075",nm0000702
tt0425210,7.7,317788,110,"Crime,Drama,Thriller",nm0006476,nm1429512,nm0001326
tt0425333,8.1,21984,99,"Comedy,Drama",nm1729063,nm1284379,nm1284379
tt0425413,6.5,68873,100,"Comedy,Romance,Sport",nm0001710,"nm0085438,nm0670408",nm0670408
tt0425430,5.3,40453,90,"Drama,Horror,Mystery","nm0659380,nm0161152","nm1187126,nm0267805",nm0001518
tt0425637,7.3,47149,288,"Action,Adventure,Drama",nm0000247,"nm0000247,nm1502082,nm1171056,nm2370726,nm0526824",nm0504897
tt0426459,6.2,32656,95,"Action,Comedy,Horror",nm0347657,"nm1733317,nm1729303",nm0712550
tt0426578,7.6,28045,120,"Biography,Crime,Drama",nm0745131,nm0106937,nm0421799
tt0426592,4.6,71362,75,"Action,Comedy,Sci-Fi",nm0563301,nm0563301,nm0068166
tt0426883,6.9,104958,122,"Biography,Crime,Drama",nm0001024,nm0001024,nm0386472
tt0426931,7.4,108795,114,"Drama,Music",nm0792202,"nm0145309,nm0366337,nm1554513",nm0383603
tt0427152,5.9,108449,114,Comedy,nm0005366,"nm1115862,nm1911349,nm0891554",nm0136797
tt0427229,5.6,82639,97,"Comedy,Romance",nm0223359,"nm0040022,nm0256079",nm0000190
tt0427309,7.5,60438,126,"Biography,Drama,Romance",nm0000243,"nm0251935,nm2831777,nm2872558",nm0000243
tt0427312,7.8,58729,103,"Biography,Documentary",nm0001348,nm0001348,nm1765842
tt0427327,6.7,133491,117,"Comedy,Drama,Musical",nm0788202,"nm0228908,nm0000691,nm1764916,nm0576070",nm0000237
tt0427392,5.9,80151,99,"Sci-Fi,Thriller",nm0386570,"nm1738734,nm0278277",nm0000173
tt0427470,7.0,59501,99,"Crime,Drama,Thriller",nm0291082,nm0291082,nm0330687
tt0427944,7.5,224365,92,"Comedy,Drama",nm0718646,"nm0718646,nm1740772",nm0001173
tt0427954,7.0,37994,111,"Action,Crime,Drama",nm1272773,"nm2215578,nm2216270,nm2218508,nm1346477,nm1272773",nm1388074
tt0427969,6.5,35034,126,"Biography,Crime,Drama",nm0002339,nm0076602,nm0004778
tt0428803,7.5,58766,80,"Documentary,Family",nm0415207,"nm0415207,nm0275260,nm1471001",nm0000151
tt0428870,8.1,24596,144,"Drama,Romance",nm0497565,"nm1161912,nm0497565",nm0432601
tt0429493,6.7,262397,117,"Action,Adventure,Thriller",nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",nm0000553
tt0429573,5.0,26261,83,"Drama,Horror,Mystery",nm0813309,"nm0813309,nm0597512",nm0000661
tt0429589,5.8,40429,88,"Adventure,Animation,Comedy",nm0204884,"nm0204884,nm1752042",nm0316079
tt0429591,5.4,43332,110,"Comedy,Family,Fantasy",nm0020491,"nm1735367,nm0070566,nm0388805",nm0731075
tt0430105,6.8,150757,109,"Action,Crime,Drama",nm0005436,"nm0254213,nm1749087",nm0000242
tt0430304,4.4,56740,98,"Comedy,Crime",nm0005540,"nm0005540,nm0915465,nm0005541",nm0915465
tt0430308,5.4,48375,117,"Biography,Crime,Drama",nm0006487,nm1010540,nm1265067
tt0430357,6.0,119512,132,"Action,Adventure,Crime",nm0000520,"nm0000520,nm0947608",nm0268199
tt0430634,6.3,29649,103,"Comedy,Drama,Sport",nm0070566,nm0070566,nm1335291
tt0430770,5.0,22355,114,"Comedy,Drama",nm0257606,"nm0257606,nm0524403,nm0002616,nm0613848",nm0000212
tt0430912,4.4,40398,114,"Drama,Mystery,Thriller",nm0001994,"nm0000390,nm0054713,nm0063785",nm0000232
tt0430922,6.8,234720,99,Comedy,nm0906476,"nm0000251,nm0380819,nm0748620,nm0906476,nm0547800",nm0748620
tt0431021,5.9,61317,92,"Horror,Mystery,Thriller",nm0097079,"nm1340000,nm0925482,nm1757236",nm2828435
tt0431197,7.0,127434,110,"Action,Drama,Thriller",nm0000916,nm1996352,nm0004937
tt0431308,7.0,213339,126,"Comedy,Drama,Romance",nm0481418,"nm0481418,nm0737216,nm1754499",nm0005476
tt0432021,6.2,199196,94,"Action,Horror,Sci-Fi",nm0611683,nm0027271,nm0000170
tt0432283,7.9,240944,87,"Adventure,Animation,Comedy",nm0027572,"nm0001094,nm0027572,nm0000876",nm0000123
tt0432291,3.7,38048,100,"Horror,Mystery",nm0906548,"nm0493548,nm0000118,nm0384185",nm0919991
tt0432348,6.6,258330,93,"Horror,Mystery",nm1135423,"nm1191481,nm1135423",nm0005531
tt0432402,6.4,21916,100,"Biography,Drama",nm0382584,"nm0561359,nm0598168,nm1771410",nm1092227
tt0432637,6.4,22370,185,"Action,Adventure,Sci-Fi",nm0004363,"nm0080327,nm0080432,nm0409790,nm2410557,nm1300956,nm0004363",nm0004335
tt0433035,7.0,337448,127,"Action,Drama,Sci-Fi",nm0506613,"nm0309691,nm0319659,nm0505230,nm0558577",nm0413168
tt0433362,6.4,131217,98,"Action,Horror,Sci-Fi","nm1294961,nm1294962","nm1294961,nm1294962",nm0000160
tt0433383,7.4,99224,93,"Biography,Drama,History",nm0000123,"nm0000123,nm0381416",nm0000657
