tconst,averageRating,numVotes,runtimeMinutes,genres,directors,writers,actor
tt3616916,6.6,39949,105,"Action,Drama,Thriller",nm1012385,"nm5006328,nm0995943,nm2276540,nm1012385",nm0427379
tt3622592,6.2,104930,109,"Adventure,Comedy,Drama",nm1500577,"nm2354099,nm2352210,nm1981261",nm1822659
tt3623726,6.0,24018,101,"Comedy,Drama,Music",nm0001129,nm1959505,nm0000658
tt3626476,6.3,23622,103,"Adventure,Comedy",nm0850774,"nm2479157,nm1519414,nm0850774,nm0326246,nm0197855",nm2577076
tt3631112,6.5,191424,112,"Crime,Drama,Mystery",nm0853238,"nm0933379,nm6391502",nm1289434
tt3640424,7.1,161271,124,"Action,Drama,Romance",nm0000709,nm1140275,nm0000093
tt3647498,6.4,65697,88,"Action,Crime,Drama",nm0724938,"nm0185976,nm0075696",nm0000154
tt3654796,6.4,28563,78,"Crime,Drama,Horror",nm2674307,"nm0243233,nm2674307",nm4175221
tt3655326,6.3,31241,81,"Documentary,Drama,Family",nm6414496,nm0602605,nm6414502
tt3659388,8.0,871388,144,"Adventure,Drama,Sci-Fi",nm0000631,"nm1206844,nm1083982",nm0000354
tt3661210,7.1,77489,112,"Biography,Drama,History",nm1404307,"nm1620490,nm6420815",nm1659547
tt3666024,7.5,36336,80,"Animation,Drama,Family",nm0240196,"nm0240196,nm0273863",nm0307430
tt3668162,8.3,21077,171,"Comedy,Drama,Romance",nm3250747,nm3250747,nm4921260
tt3672742,6.7,28743,93,"Action,Adventure,Comedy","nm2377436,nm2375643,nm2379331","nm2377436,nm2379331,nm2375643",nm1089325
tt3672840,5.9,20490,127,"Action,Drama,Fantasy",nm0496752,nm0496752,nm0000329
tt3674140,8.4,22384,110,"Biography,Documentary,History","nm2081382,nm0000694","nm0000694,nm2081382,nm6514669",nm0758204
tt3678782,7.4,24642,134,"Action,Crime,Drama",nm1437189,"nm1202191,nm1437189,nm4914249,nm1381758",nm3315894
tt3682448,7.6,316391,142,"Drama,History,Thriller",nm0000229,"nm4131020,nm0001053,nm0001054",nm0000158
tt3691740,6.3,88682,117,"Adventure,Family,Fantasy",nm0000229,"nm0558953,nm0001094",nm0753314
tt3698408,7.3,34738,134,"Comedy,Drama,Romance",nm0948000,nm0948000,nm0948000
tt3704050,7.4,26381,94,"Drama,Mystery,Thriller",nm0000382,nm3088713,nm0001626
tt3704428,7.3,201134,159,"Biography,Drama,Music",nm0525303,"nm0525303,nm5150018,nm0668902,nm0232442",nm0000158
tt3704700,6.6,22683,88,"Biography,Drama",nm3584506,"nm3584506,nm5584882",nm1631269
tt3706352,6.1,25112,101,"Mystery,Thriller",nm2178458,nm2802754,nm12588647
tt3707106,5.3,21819,122,"Drama,Romance",nm0001401,nm0001401,nm0000093
tt3713166,5.6,77767,83,"Horror,Mystery,Thriller",nm0300174,nm4532532,nm2054764
tt3715320,6.6,64646,95,"Comedy,Crime,Drama",nm0000095,nm0000095,nm0001618
tt3716530,7.1,68526,130,"Crime,Drama,Thriller",nm0000682,"nm0229172,nm0083547",nm0001376
tt3717252,5.7,77868,91,"Action,Adventure,Fantasy",nm0283816,"nm2309430,nm2040359,nm0340485,nm0936482,nm0564286",nm0000295
tt3717490,5.9,110356,124,"Action,Adventure,Fantasy",nm2410311,"nm0309691,nm1948885,nm2332952,nm1802251,nm0612487,nm0536805,nm2120520,nm0411127,nm0506619",nm4223882
tt3721936,7.0,44345,163,"Adventure,Drama,Romance",nm0036349,"nm0036349,nm8237023",nm7603745
tt3721964,6.1,31066,111,"Action,Comedy,Crime",nm0003482,"nm3294574,nm0832043",nm0249291
tt3722070,6.7,30232,104,"Biography,Comedy,Drama",nm0405336,nm0003141,nm0001749
tt3731562,6.6,326900,118,"Action,Adventure,Fantasy",nm3611349,"nm0319659,nm1440919,nm2081046,nm0309691,nm0178260,nm0908624",nm1089991
tt3735246,7.2,36587,158,"Action,Drama,History",nm0080220,"nm7816195,nm0080220,nm3960993,nm1165501",nm3828984
tt3741700,6.0,188250,132,"Action,Adventure,Fantasy",nm1002424,"nm1002424,nm1296461,nm1440919",nm0151419
tt3741834,8.0,241194,118,"Biography,Drama",nm0204628,"nm6506884,nm1729294",nm2353862
tt3748172,6.5,115145,103,"Drama,Horror,Thriller",nm1093039,"nm1093039,nm3670452,nm0000175",nm0001303
tt3748528,7.8,651750,133,"Action,Adventure,Sci-Fi",nm2284484,"nm0919363,nm0006904,nm0461306,nm1729428,nm0000184",nm0428065
tt3750872,7.2,41012,99,Drama,nm0750275,"nm0026862,nm0938487",nm0000335
tt3758172,6.7,59253,115,"Action,Adventure,Biography",nm0572562,"nm2991093,nm0542493",nm0705356
tt3758814,5.6,43249,109,"Action,Adventure,Thriller",nm0378144,nm0378144,nm0000553
tt3760922,6.0,31965,94,"Comedy,Romance",nm0428600,nm0889522,nm0889522
tt3766354,6.7,166624,121,"Action,Crime,Thriller",nm0298807,"nm0921013,nm0805994,nm2030456",nm0000243
tt3766394,6.6,21979,90,"Comedy,Drama,Romance",nm0795290,"nm2884474,nm0795290",nm0000398
tt3767372,7.6,32483,123,"Comedy,Drama",nm1999473,nm4962323,nm2138653
tt3774114,7.3,155578,134,"Biography,Crime,Drama",nm0000231,"nm1634307,nm0000231,nm4816469,nm3427812",nm0330687
tt3774694,6.1,61573,135,"Drama,Romance",nm0637615,nm0637615,nm7312806
tt3778644,6.9,356495,135,"Action,Adventure,Sci-Fi",nm0000165,"nm0440459,nm0001410,nm0000184",nm2403277
tt3783958,8.0,607740,128,"Comedy,Drama,Music",nm3227090,nm3227090,nm0331516
tt3787590,6.1,39472,96,"Drama,Music,Romance",nm3273000,"nm3273000,nm0649198,nm1230426",nm1374980
tt3792960,7.1,33580,114,"Comedy,Fantasy",nm0233757,"nm1729322,nm0233757",nm6497349
tt3794354,6.5,144463,99,"Action,Adventure,Comedy",nm1733778,"nm1352459,nm1351254",nm2355635
tt3797868,6.5,42226,111,"Drama,Romance",nm0441839,"nm1032743,nm0817023",nm0907548
tt3799232,5.9,86882,105,"Comedy,Romance",nm1479803,"nm1479803,nm6564541",nm1428821
tt3799694,7.3,338159,116,"Action,Comedy,Crime",nm0000948,"nm0000948,nm0046524",nm0000128
tt3801314,8.1,28179,166,"Action,Drama",nm1436693,nm1436693,nm0897201
tt3808342,7.4,49891,107,"Drama,War",nm1841577,"nm1841577,nm6600340",nm2764022
tt3811906,6.2,95878,111,"Crime,Horror,Mystery",nm1490123,"nm1490123,nm2445328,nm4868455",nm1834115
tt3813310,6.3,34320,88,"Crime,Thriller",nm1218281,"nm1218281,nm1755986,nm12754932",nm0000102
tt3819668,7.2,22930,93,"Action,Adventure,Animation",nm2238569,nm0868066,nm0637586
tt3824458,7.1,33704,88,"Comedy,Crime,Drama",nm0048918,"nm0048918,nm2022341",nm6702770
tt3829266,5.3,136668,107,"Action,Adventure,Horror",nm0000948,"nm0215269,nm0000948,nm0859029,nm0859049",nm2933542
tt3829920,7.6,72400,134,"Action,Biography,Drama",nm2676052,"nm9351707,nm0634307,nm2545235",nm0000982
tt3833480,6.8,36467,123,"Action,Drama,History",nm0527109,"nm0848496,nm2053216,nm1311488",nm2207222
tt3835080,5.1,21654,102,"Horror,Thriller",nm0957772,nm0957772,nm0000532
tt3841424,7.8,42815,100,"Drama,History,War",nm1324710,nm1324710,nm3435612
tt3846674,7.0,112775,99,"Comedy,Drama,Romance",nm0426287,"nm2531261,nm6614229",nm7093076
tt3848892,7.9,58638,159,"Action,Crime,Thriller",nm3109770,nm3109770,nm0474774
tt3850214,7.2,87116,103,"Adventure,Comedy,Crime",nm0266622,nm0266622,nm4271336
tt3850590,6.2,78574,98,"Comedy,Drama,Fantasy",nm1002424,"nm2591926,nm1002424,nm1296461",nm0004395
tt3859076,6.8,20641,125,"Biography,Drama,History",nm0888743,"nm0888743,nm3200062",nm0000949
tt3860916,6.3,45279,105,"Drama,Horror,Sci-Fi","nm3262170,nm3447602",nm3447602,nm9352908
tt3861390,6.3,78393,112,"Adventure,Family,Fantasy",nm0000318,"nm0472567,nm0008673,nm2927785",nm0268199
tt3863552,8.1,91053,163,"Action,Adventure,Comedy",nm1203138,"nm2353436,nm1203138,nm5151578,nm4478309",nm0006795
tt3864056,6.4,24718,149,Drama,nm1259871,"nm1661186,nm1535570",nm4625502
tt3874544,6.3,131675,97,"Adventure,Animation,Comedy",nm0569891,"nm0567112,nm2807682",nm0000285
tt3882082,6.0,95920,97,"Horror,Mystery,Thriller",nm0068587,nm3771577,nm1659348
tt3890160,7.6,558463,113,"Action,Crime,Drama",nm0942367,nm0942367,nm5052065
tt3892172,7.1,61714,109,"Adventure,Drama",nm0335138,"nm0335138,nm1367893,nm7161572",nm5057169
tt3896198,7.6,696763,136,"Action,Adventure,Comedy",nm0348181,"nm0348181,nm3966115,nm5037683,nm1921680,nm3053444,nm4160687,nm0498278,nm1293367,nm0456158,nm2757098,nm0317493,nm0314153,nm0562554",nm0695435
tt3901826,7.7,26635,94,"Animation,Drama,Family",nm1316072,"nm1093036,nm6667085",nm4740113
tt3907584,6.5,34095,107,"Drama,Romance",nm1417640,"nm2274598,nm2176283",nm1102577
tt3915174,7.9,109560,102,"Adventure,Animation,Comedy","nm3150455,nm2591093","nm0279729,nm0842476,nm1117226,nm1000113",nm0000104
tt3922798,7.2,41475,108,"Action,Drama,History",nm1100217,"nm0110778,nm7702379",nm3827844
tt3922818,6.4,54284,120,"Drama,Romance,Sci-Fi",nm0155093,"nm1615610,nm0771609,nm0507669",nm0000198
tt3949660,5.9,95454,112,"Action,Adventure,Comedy",nm1757777,"nm0032227,nm0625858,nm0481990,nm0247653",nm1083271
tt3960412,6.7,64302,87,"Comedy,Drama,Music","nm1676223,nm1672246","nm1676221,nm1676223,nm1672246",nm1676221
tt3963816,5.5,23051,107,"Action,Crime,Thriller",nm1921345,"nm6710963,nm1032754",nm0000246
tt3966404,7.6,39554,97,Drama,nm2197025,"nm2197025,nm1356951",nm7322143
tt3967856,7.3,125210,120,"Action,Adventure,Drama",nm0094435,"nm0094435,nm0740160",nm0842770
tt4025514,7.4,20853,130,"Crime,Drama,Thriller",nm1356588,"nm1145142,nm3560629,nm0677758,nm0750048",nm0269419
tt4030600,4.3,24909,96,"Drama,Fantasy,Horror",nm0864468,"nm0672103,nm6765196",nm0808022
tt4034228,7.8,290841,137,Drama,nm0518836,nm0518836,nm0000729
tt4034354,6.9,126870,97,"Comedy,Drama,Fantasy","nm3453283,nm3215397","nm3215397,nm3453283",nm0200452
tt4044364,8.0,56503,114,"Biography,Documentary,History",nm0688636,doc,nm5722984
tt4046784,6.3,258235,131,"Action,Adventure,Sci-Fi",nm1226871,"nm2385905,nm4212895",nm3729721
tt4048272,7.3,49484,162,"Comedy,Drama",nm0011752,nm0011752,nm1197689
tt4052882,6.3,136706,86,"Action,Drama,Horror",nm1429471,nm1097510,nm0515116
tt4062536,7.0,129786,95,"Crime,Drama,Horror",nm1099918,nm1099918,nm0947338
tt4068576,7.3,32523,136,"Adventure,Drama,Thriller",nm0448768,nm0448768,nm4957233
tt4073790,5.7,33628,104,"Action,Adventure,Drama",nm0950775,"nm1209925,nm4428412",nm3964350
tt4080728,7.7,61755,116,"Comedy,Drama,Romance",nm0391502,"nm0391502,nm7554519",nm0489858
tt4080956,6.8,24645,116,"Action,Biography,Crime",nm0767160,"nm1881118,nm1272009,nm0759125",nm3771184
tt4088268,7.0,21048,112,"Crime,Drama,Mystery",nm0596407,"nm0647695,nm1064048",nm0509263
tt4094724,6.0,104326,108,"Action,Horror,Sci-Fi",nm0218621,nm0218621,nm0342029
tt4116284,7.3,157091,104,"Action,Adventure,Animation",nm0003021,"nm0334381,nm0571344,nm1273099,nm2972864,nm4465847,nm0004170,nm0277730,nm0796950,nm0795975,nm0551376,nm9204083,nm9204084,nm9204085,nm4243936",nm0004715
tt4123430,6.5,291119,134,"Adventure,Family,Fantasy",nm0946734,nm0746830,nm1519666
tt4123432,6.2,149681,142,"Adventure,Family,Fantasy",nm0946734,"nm0746830,nm0460141",nm1519666
tt4126476,5.3,58387,105,"Drama,Romance",nm1788310,"nm0573185,nm2309894,nm1788310,nm0079323,nm6849771",nm6466214
tt4136084,6.8,57491,111,"Biography,Comedy,Drama",nm0001241,"nm0552842,nm12222824",nm0000658
tt4139124,6.2,50025,100,"Action,Comedy,Crime",nm1534595,"nm1443502,nm4621803",nm1221047
tt4139588,6.3,93207,118,"Action,Thriller",nm0959774,"nm0745343,nm9853356",nm0586568
tt4154664,6.8,573124,123,"Action,Adventure,Sci-Fi","nm1349818,nm0281396","nm1349818,nm0281396,nm4039044,nm2270979,nm0498834",nm0488953
tt4154756,8.4,1107773,149,"Action,Adventure,Sci-Fi","nm0751577,nm0751648","nm1321655,nm1321656,nm0498278,nm0456158,nm0800209,nm1921680,nm3053444,nm2757098,nm0317493,nm4160687,nm1293367,nm1411347",nm0000375
tt4154796,8.4,1162825,181,"Action,Adventure,Drama","nm0751577,nm0751648","nm1321655,nm1321656,nm0498278,nm0456158,nm0800209,nm1921680,nm3053444,nm2757098,nm0317493,nm4160687,nm1293367,nm1411347",nm0000375
tt4154916,5.4,39880,107,"Drama,Sci-Fi,Thriller",nm0618680,"nm3203841,nm1336500",nm0000206
tt4158096,6.3,47980,91,"Action,Comedy,Crime",nm1296554,"nm4207229,nm1296554",nm1663205
tt4160708,7.1,282727,88,"Crime,Horror,Thriller",nm1793079,"nm1793079,nm2140186",nm0002332
tt4169250,7.9,61973,184,"Biography,Drama,Sport","nm14112827,nm3109770","nm3109770,nm4614038,nm2590575,nm3118214,nm4274191",nm3818286
tt4172430,7.3,148400,144,"Action,Drama,History",nm0000881,"nm2353561,nm4021083",nm1024677
tt4176826,7.0,46973,116,"Comedy,Drama,Fantasy",nm1177494,"nm1177494,nm4824241,nm6048418,nm0471086,nm3018800,nm1729412,nm2095095",nm0557908
tt4178092,7.0,162783,108,"Drama,Mystery,Thriller",nm0249291,nm0249291,nm0000867
tt4181052,5.9,25130,101,Comedy,nm0315041,"nm0315041,nm0479507,nm0584770",nm0315041
tt4190530,7.2,50412,120,"Action,Biography,Drama",nm1193346,"nm1193346,nm0294522",nm1946193
tt4191580,4.8,37036,94,"Comedy,Horror",nm1938064,"nm1938064,nm1701420",nm0258402
tt4196450,6.5,21417,120,"Biography,Drama,History",nm1676649,"nm1676649,nm7473774",nm1676649
tt4196776,6.6,231991,123,"Action,Thriller",nm0339030,"nm0339030,nm0002582,nm0524924",nm0000354
tt4196848,7.6,29518,104,"Comedy,Drama",nm0000915,nm0573185,nm0000552
tt4209788,7.4,177751,140,"Biography,Crime,Drama",nm0815070,"nm0815070,nm6591098",nm1567113
tt4218572,6.8,100225,129,"Crime,Drama,Thriller",nm2588606,"nm5058839,nm2588606,nm0478852",nm0205626
tt4218696,6.2,28346,88,"Action,Drama,Thriller",nm0510731,nm3742281,nm1093951
tt4225622,6.3,98588,85,"Comedy,Horror",nm0629334,nm3929259,nm6237346
tt4226388,7.6,60173,138,"Crime,Drama,Romance",nm0771923,"nm0771923,nm4302809,nm5457972",nm4663937
tt4229236,7.5,30915,132,"Animation,Biography,Documentary",nm0605137,nm0605137,nm0001052
tt4244162,4.7,20365,88,"Action,Sci-Fi,Thriller",nm2422911,"nm2422911,nm5590180",nm0071847
tt4244994,7.4,162849,152,"Action,Drama,History",nm0000631,"nm0392237,nm0000255,nm0000354,nm2479100",nm0000354
tt4244998,6.6,64031,96,"Action,Adventure,Drama",nm0400436,"nm4470029,nm0400436",nm2240346
tt4255304,5.9,38390,90,"Horror,Mystery,Sci-Fi","nm2860882,nm2725627","nm2860882,nm2725627",nm0690803
tt4257858,8.0,39872,119,Documentary,nm0316795,"nm0316795,nm0942590",nm0353673
tt4257926,7.1,26635,109,"Biography,Drama,Family",nm0726638,"nm6959877,nm4720384",nm0004950
tt4262980,6.8,29350,120,"Action,Drama,Horror","nm0030417,nm0383688","nm0030417,nm0926075",nm4056296
tt4263482,6.9,272726,92,"Drama,Fantasy,Horror",nm3211470,nm3211470,nm5896355
tt4272866,7.6,25082,119,"Action,Adventure,Animation",nm0396074,nm0396074,nm0945131
tt4273292,6.8,28573,84,"Drama,Fantasy,Horror",nm2035118,nm2035118,nm1735235
tt4273800,6.8,65829,121,"Biography,Crime,Drama",nm2105585,"nm5656572,nm4880670",nm1519666
tt4276820,7.2,157864,115,"Biography,Drama",nm0359387,nm1557909,nm0000474
tt4281724,5.6,39899,85,"Horror,Thriller",nm2093171,nm2093171,nm3957052
tt4285496,7.8,23497,125,"Adventure,Biography,Drama",nm1458734,"nm1458734,nm7518645,nm7518644,nm2662166",nm7047915
tt4287320,5.3,95223,110,"Drama,Sci-Fi,Thriller",nm1242054,"nm1242054,nm1101630",nm0914612
tt4291600,6.8,24939,89,"Drama,Romance",nm4399706,"nm0504025,nm2690539",nm6073955
tt4302938,7.7,132483,101,"Action,Adventure,Animation",nm1325899,"nm1199351,nm2752098,nm1306819",nm0000234
tt4326444,7.1,32718,99,"Drama,Mystery,Romance",nm0000264,"nm0000264,nm0613084",nm0840772
tt4332232,6.4,80731,99,Thriller,nm0026442,nm0568416,nm0941777
tt4334266,5.2,33127,118,"Action,Horror,Mystery",nm3235877,nm3235877,nm4025229
tt4348012,6.4,22948,86,"Action,Comedy,Horror",nm1362570,nm3325983,nm3081796
tt4353250,7.3,20456,121,Drama,nm7050300,"nm8629338,nm7050300,nm3635307,nm10750627,nm10971430,nm8718512",nm8629338
tt4357394,5.8,32649,97,"Sci-Fi,Thriller",nm1730090,nm7054168,nm2140860
tt4361050,6.2,67640,99,"Drama,Horror,Mystery",nm1093039,"nm1093039,nm3670452,nm1340000,nm0925482",nm0714147
tt4364194,7.6,93292,97,"Adventure,Comedy,Drama","nm2436566,nm1916835","nm2436566,nm1916835",nm5789377
tt4383594,5.3,23412,87,"Comedy,Drama,Family",nm0001756,"nm0527095,nm0020820,nm0933128,nm5136172,nm2046077",nm0000228
tt4385888,7.3,46743,119,"Comedy,Drama",nm0590122,nm0590122,nm0000906
tt4387040,7.9,57688,130,"Action,Drama,History",nm1329166,"nm1329166,nm9822757,nm1937760,nm1330994,nm7758927",nm0474774
tt4425200,7.4,456592,122,"Action,Crime,Thriller",nm0821432,nm4401003,nm0000206
tt4430212,8.2,87730,163,"Crime,Drama,Mystery",nm1723225,"nm2572228,nm3179723",nm0222426
tt4434004,7.7,31272,148,"Action,Crime,Drama",nm1322477,"nm2907705,nm1322477",nm1372788
tt4435072,2.7,46544,140,"Action,Drama,Romance",nm0700872,"nm0700872,nm2864993,nm5060304,nm9547940",nm9203528
tt4438848,5.7,125795,92,Comedy,nm0831557,"nm1157527,nm1895993,nm0831557,nm1698571,nm0736622",nm0736622
tt4439620,4.5,23907,99,"Action,Drama,Thriller",nm2717110,"nm2717110,nm0843543,nm1887418",nm0235427
tt4443658,6.5,41453,89,"Comedy,Horror,Thriller",nm2577199,"nm4362639,nm2577199",nm4609822
tt4458206,1.7,27602,114,"Crime,Mystery",nm2930027,nm4567183,nm1203229
tt4463816,5.3,23495,95,"Comedy,Crime,Drama",nm2389363,nm2389363,nm3053338
tt4463894,6.4,55500,111,"Action,Comedy,Crime",nm1103162,"nm0862781,nm1244069,nm1113415",nm0000168
tt4465564,4.6,105491,118,"Drama,Romance,Thriller",nm0001226,"nm0502727,nm1093317",nm0424848
tt4468740,7.8,83484,103,"Adventure,Comedy,Family",nm1653753,"nm1653753,nm1375030,nm1286491,nm0123666,nm1638619,nm0810337,nm1776787",nm0924210
tt4477536,4.5,68332,105,"Drama,Romance,Thriller",nm0001226,"nm0502727,nm1093317",nm0424848
tt4481414,7.6,120919,101,Drama,nm1989536,nm0002368,nm0262635
tt4481514,5.6,45444,88,"Comedy,Crime",nm1157527,"nm1895993,nm1157527",nm0002071
tt4500922,6.2,147065,143,"Action,Adventure,Sci-Fi",nm1226871,"nm2385905,nm4212895",nm3729721
tt4501244,6.2,117153,111,Comedy,nm0357453,"nm0357453,nm0375043,nm1706767",nm3614913
tt4504044,5.9,27252,92,"Fantasy,Horror,Mystery",nm1130275,nm1161528,nm2279940
tt4513674,6.6,78664,96,"Comedy,Drama,Romance",nm0000095,nm0000095,nm0251986
tt4513678,7.1,189545,124,"Adventure,Comedy,Fantasy",nm0718646,"nm1481493,nm0718646,nm0000101,nm0718645,nm0000601",nm4689420
tt4520364,5.8,44492,92,"Action,Horror,Sci-Fi",nm0779524,nm1868849,nm0544718
tt4520988,6.8,179038,103,"Adventure,Animation,Comedy","nm0118333,nm1601644","nm1601644,nm0026153,nm0118333,nm0809205,nm2844448,nm0520188,nm2284377",nm0068338
tt4530422,6.6,101856,110,"Action,Horror,Sci-Fi",nm1170339,"nm0712753,nm1872664",nm5381254
tt4532038,5.6,22249,94,"Comedy,Drama,Family",nm0384722,"nm0040022,nm0256079,nm0809759",nm0000134
tt4532826,5.3,76011,116,"Action,Adventure,Drama",nm1163264,"nm9808366,nm3598916",nm5473782
tt4535650,5.0,36256,158,"Action,Comedy,Drama",nm1460159,"nm1182352,nm2260872,nm2678319",nm0451321
tt4537896,6.5,39469,111,"Crime,Drama",nm1312919,"nm0918907,nm3039088,nm2387990",nm0000190
tt4540710,7.5,77576,132,Drama,nm0006960,nm7206640,nm1567113
tt4547056,6.6,61689,111,"Action,Adventure,Drama",nm1142073,nm1259998,nm6451469
tt4547194,6.1,32045,106,"Drama,Fantasy,Thriller",nm2225334,"nm2399856,nm7212925",nm4068901
tt4550098,7.5,286931,116,"Drama,Thriller",nm1053530,"nm1053530,nm7216022",nm0010736
tt4555426,7.4,207479,125,"Biography,Drama,War",nm0942504,nm0565026,nm0000198
tt4559006,5.8,24153,158,"Drama,Music,Musical",nm0424103,"nm0424103,nm1145539",nm1633541
tt4560436,6.1,82424,94,"Action,Thriller",nm0000916,"nm3169366,nm8820785",nm0000242
tt4566758,5.7,151335,115,"Action,Adventure,Drama",nm0138927,"nm0415425,nm0798646,nm4168262,nm7230194,nm1511627",nm1703577
tt4572514,7.3,105930,133,"Action,Crime,Drama",nm0000916,"nm0000916,nm3208946,nm2440587,nm0848496,nm2053216",nm0000242
tt4572792,6.6,28313,105,"Crime,Drama,Thriller",nm1119880,nm3884127,nm0915208
tt4573394,8.3,38255,52,"Documentary,History","nm3873442,nm7236117",nm3873442,nm0000460
tt4575576,7.2,80228,104,"Adventure,Comedy,Drama",nm0286975,"nm0590316,nm0791615,nm3504405,nm0565336,nm2284377,nm0111769,nm0425756",nm0000191
tt4581576,5.7,25661,94,"Drama,Thriller",nm1714255,nm1942197,nm0000216
tt4590256,4.4,26216,88,"Comedy,Romance",nm0914132,nm0281592,nm11290905
tt4593060,5.0,37758,105,"Adventure,Comedy,Drama",nm0000709,"nm0000709,nm0919363,nm0172830",nm0330687
tt4595186,6.4,49549,113,"Drama,Mystery,Thriller",nm0054954,nm6612112,nm0005109
tt4595882,7.1,53788,106,"Biography,Comedy,Crime",nm1716636,"nm0392237,nm1036221",nm0565250
tt4614584,6.7,41206,122,"Drama,Music,Romance",nm0020491,"nm2974419,nm1225921",nm6259860
tt4622512,6.7,57120,121,"Biography,Comedy,Drama","nm0206760,nm0267512",nm0064479,nm1297015
tt4624424,6.8,64199,87,"Adventure,Animation,Comedy","nm0831557,nm0842339",nm0831557,nm1676221
tt4630562,6.6,237735,136,"Action,Crime,Thriller",nm0336620,"nm0860155,nm0604555",nm0004874
tt4633690,7.3,89833,121,"Crime,Drama,Thriller",nm0006846,nm0006846,nm0182666
tt4633694,8.4,550387,117,"Action,Adventure,Animation","nm2130108,nm0709056,nm0745247","nm0520488,nm0745247",nm4271336
tt4635372,8.1,28988,109,Drama,nm4784536,"nm10931380,nm10931379,nm10931381,nm1479356,nm3542598,nm3620830",nm3190246
tt4645330,6.7,22281,109,"Biography,Drama",nm0413875,"nm2182702,nm0002376",nm0001838
tt4645368,6.8,24230,97,Drama,nm0230859,"nm0230859,nm2689835",nm0880484
tt4648786,6.7,28519,125,"Action,Biography,Drama",nm0501435,"nm0397322,nm0501435",nm7248827
tt4649466,6.7,339075,141,"Action,Adventure,Comedy",nm0891216,"nm0963359,nm0891216,nm2092839,nm1733301",nm5473782
tt4651520,6.2,128951,100,Comedy,"nm0524190,nm0601859","nm0524190,nm0601859",nm0005109
tt4667094,3.5,22117,92,Comedy,nm1639277,"nm0005541,nm0023315",nm0005541
tt4669264,6.5,23364,110,"Action,Crime,Drama",nm0026442,nm0006904,nm0358316
tt4669788,7.1,35832,120,"Biography,Drama",nm0001460,nm1590589,nm0428065
tt4669986,7.0,35174,123,"Biography,Drama,Romance",nm2158772,"nm2158772,nm1799233",nm1550948
tt4679210,8.3,21580,156,"Comedy,Drama,Romance",nm4733887,nm4733887,nm4028885
tt4680182,6.2,66659,109,"Comedy,Drama,Fantasy",nm1443023,nm1443023,nm0004266
tt4682266,5.3,82960,94,"Action,Horror,Mystery",nm1837748,"nm1837748,nm1029878",nm3586035
tt4682786,6.7,102224,97,"Drama,Romance",nm0291205,nm1615610,nm0000226
tt4682788,6.3,21159,123,"Biography,Crime,Drama",nm0508208,"nm0508208,nm3104562,nm1905310,nm0885005",nm0000849
tt4686844,7.2,106204,107,"Comedy,Drama,History",nm0406334,"nm1942997,nm2934300,nm0406334,nm0773768,nm2254846,nm4397668",nm0000114
tt4687108,5.4,59042,101,"Horror,Mystery,Sci-Fi",nm0622112,"nm0622112,nm0000175,nm0454872",nm5315658
tt4694544,5.3,20086,94,"Action,Comedy",nm0191502,"nm0191502,nm0191523",nm0000246
tt4695012,6.2,97093,91,"Drama,Horror,Mystery",nm4099092,nm4099092,nm0249291
tt4698684,7.8,134011,101,"Adventure,Comedy,Drama",nm0169806,"nm0169806,nm0190085,nm1081550",nm0000554
tt4701182,6.7,171454,114,"Action,Adventure,Sci-Fi",nm1325899,nm5429637,nm2794962
tt4701724,6.1,22800,89,"Adventure,Animation,Comedy",nm0661910,"nm0123666,nm2664949,nm0661910",nm1519666
tt4703048,6.2,22947,94,"Action,Drama,History",nm1089736,"nm0822101,nm7307076",nm0068260
tt4714782,6.1,41414,105,"Mystery,Thriller",nm0000801,nm0000801,nm0829576
tt4728338,5.6,20549,114,"Action,Comedy,Drama",nm0948000,nm0948000,nm0948000
tt4729430,8.2,163925,96,"Adventure,Animation,Comedy","nm0655053,nm3582089","nm0655053,nm2700235,nm2082813",nm0005403
tt4731136,6.4,102833,146,"Drama,Fantasy,Horror",nm0893659,"nm1244808,nm0893659",nm2851530
tt4733624,6.6,39672,109,"Comedy,Drama",nm0919369,"nm0828342,nm0919369,nm2710326",nm0366389
tt4733640,6.3,22249,109,"Crime,Mystery,Thriller",nm0575726,"nm0963359,nm1186720",nm3150488
tt4736550,7.0,24208,114,"Biography,Documentary,History","nm5255757,nm0636675","nm5255757,nm2851010,nm13183582,nm1310430",nm10439175
tt4758646,6.0,48081,122,"Comedy,Drama,War",nm2391575,"nm0368606,nm2391575",nm0000093
tt4761112,7.4,54042,129,"Biography,Drama,Thriller",nm0531817,"nm2224890,nm3239033,nm2126954,nm8877502,nm5074967",nm2588665
tt4761916,6.0,34713,92,"Horror,Mystery,Thriller",nm0839812,nm0839812,nm6018521
tt4765284,5.8,66885,93,"Comedy,Music",nm2586324,"nm0134224,nm0925234,nm3015467",nm0447695
tt4769836,5.7,48287,108,"Action,Adventure,Comedy",nm0109359,"nm0055937,nm2475608",nm0001191
tt4776998,6.0,177018,133,"Action,Adventure,Drama",nm0313623,"nm0313623,nm0842523",nm1209966
tt4777008,6.6,109370,119,"Adventure,Family,Fantasy",nm1461392,"nm0941314,nm1406764,nm2873116,nm0674518,nm0052520,nm0382548,nm0670328,nm0672093,nm0727370,nm0780799,nm0942723,nm2414279",nm0001401
